BLCA	Labels	B:MUTA:COMP:TP53::	N:GEXP::TMPRSS2:7113:	N:GEXP::KRT5:3852:	N:GEXP::TOX3:27324:	N:GEXP::EFEMP1:2202:	N:GEXP::KRT6A:3853:	N:GEXP::C17orf28:283987:	N:GEXP::CTHRC1:115908:	N:GEXP::CD44:960:	N:GEXP::RNF128:79589:	N:GEXP::CDH11:1009:	N:GEXP::GATA3:2625:	N:GEXP::KRT14:3861:	N:GEXP::LAMB3:3914:	N:GEXP::PPFIBP2:8495:	N:GEXP::KRT6B:3854:	N:GEXP::PERP:64065:	N:GEXP::PCYT1B:9468:	N:GEXP::SLC30A2:7780:	N:MIR::hsa-miR-205-5p:Corrected:	N:GEXP::BCAS1:8537:	N:GEXP::KRT6C:286887:	N:GEXP::SPHK1:8877:	N:GEXP::ACSM3:6296:	N:GEXP::CENPF:1063:	N:GEXP::REEP6:92840:	N:GEXP::ZCCHC24:219654:	N:GEXP::ANXA6:309:	N:GEXP::C10orf116:10974:	N:GEXP::TMPRSS4:56649:	N:GEXP::ANXA8L2:244:	N:GEXP::ANXA8:653145:	N:GEXP::NEGR1:257194:	N:MIR::hsa-miR-29c-5p:Corrected:	N:GEXP::HMGCS2:3158:	N:GEXP::TCF4:6925:	N:GEXP::VSIG2:23584:	N:GEXP::COMP:1311:	N:GEXP::RAB31:11031:	N:GEXP::KLHDC7A:127707:	N:GEXP::CLCA4:22802:	N:GEXP::C3orf54:389119:	N:GEXP::MSN:4478:	N:GEXP::FER1L4:80307:	N:GEXP::PPARG:5468:	N:GEXP::AHNAK2:113146:	N:GEXP::AQP3:360:	N:GEXP::DGKA:1606:	N:GEXP::SCNN1B:6338:	N:GEXP::PLCD3:113026:	N:GEXP::RHOU:58480:	N:MIR::hsa-miR-4746-5p:Corrected:	N:GEXP::SSH3:54961:	N:GEXP::MN1:4330:	N:GEXP::SLITRK6:84189:	N:GEXP::PPAPDC3:84814:	N:GEXP::ITGB4:3691:	N:GEXP::TRAK1:22906:	N:GEXP::CAPN5:726:	N:GEXP::LOC399959:399959:	N:GEXP::BNC2:54796:	N:GEXP::KALRN:8997:	N:GEXP::CSDA:8531:	N:GEXP::SCNN1G:6340:	N:GEXP::CAPNS2:84290:	N:GEXP::PIK3C2B:5287:	N:GEXP::S100P:6286:	N:GEXP::TCP11L1:55346:	N:GEXP::SPOCD1:90853:	N:GEXP::TMEM97:27346:	N:GEXP::SCRG1:11341:	N:GEXP::CAB39L:81617:	N:METH:cg02587643:CAST:TssD504:Shore	N:GEXP::PRICKLE3:4007:	N:GEXP::PLCH2:9651:	N:GEXP::MFAP3L:9848:	N:GEXP::ANK2:287:	N:GEXP::SERPINB1:1992:	N:GEXP::DOK7:285489:	N:GEXP::OLFML3:56944:	N:METH:cg14419581:PTRF:TssD17291:Island	N:MIR::hsa-miR-125b-5p:Corrected:	N:GEXP::JAM2:58494:	N:GEXP::C20orf151:140893:	N:GEXP::ADORA2B:136:	N:GEXP::KSR2:283455:	N:GEXP::SPINK1:6690:	N:GEXP::CDKAL1:54901:	N:GEXP::CPXM2:119587:	N:GEXP::SFRP4:6424:	N:GEXP::KATNAL1:84056:	N:MIR::hsa-miR-106b-5p:Corrected:	N:GEXP::ANXA10:11199:	N:GEXP::ACOX1:51:	N:GEXP::GPSM2:29899:	N:GEXP::SLC5A7:60482:	N:GEXP::PHLDB2:90102:	N:GEXP::CCDC80:151887:	N:METH:cg17166103:BCAT2:TssD11910:Island	N:MIR::hsa-miR-19b-1-5p:Corrected:	N:GEXP::MCC:4163:	N:GEXP::ZYX:7791:	N:GEXP::LGI2:55203:	N:GEXP::RRAS:6237:	N:GEXP::SIX1:6495:	N:GEXP::UPK3A:7380:	N:GEXP::ZBTB8B:728116:	N:METH:cg27335600:CACNA1D:TssD173:Island	B:MUTA:COMP:FGFR3::	N:METH:cg24720571:NRN1:TssU50:Island	I:CNVR::SYN2:6854:	N:METH:cg01462053:ARRDC2:TssD248:Island	N:GEXP::PDE7B:27115:	I:CNVR::FGD3:89846:	N:METH:cg02337825:BTNL9:TssU80:Shore	N:METH:cg27635394:HIST1H2BB:TssD66:Shore
TCGA-DK-A3IS	BLCA_2	1	149.81	10378.0	3084.5	5.7749	8953.9	2452.0	95.796	5008.2	6377.9	100.89	6874.2	1273.9	6300.5	2765.5	499.02	19636.0	3.397	3.397	8545.3	9599.0	433.8	65.223	27.553	1632.3	370.95	72.017	357.71	35938.0	12531.0	2523.3	6740.6	2.0382	22.839000000000002	6427.2	325.1	6978.5	1.0191	238.81	456.56	8727.6	134.18	2807.3	6975.8	3495.5	6.7941	42764.0	2382.3	7460.6	9756.3	886.96	2.9384	7881.8	12.229000000000001	10018.0	4.7558	17204.0	4400.5	1121.4	10.87	10.87	41.104	7317.9	2071.5	1331.0	1505.2	346330.0	38.481	3291.0	2490.7	0.0	1117.3	0.040501999999999996	501.06	56.391000000000005	812.57	8.4926	955.24	153.21	85.265	0.033942	110.72	19.703	409.0	365.52	17.665	262.59	371.3	13.588	1.0191	21.061999999999998	972.87	665.48	3696.5	1012.0	9.5117	781.66	43.821999999999996	0.040892000000000005	13.89	793.55	4288.1	7.8132	829.89	66.242	441.95	6.862	0.032614	1	0.3196	1	0.49856999999999996	72.017	-1	0.012556	0.034331
TCGA-DK-A3IT	BLCA_5	0	2000.0	46.53	223.19	551.26	95.031	2425.1	1211.0	2151.0	2606.5	797.71	2783.5	3384.9	2493.3	763.01	2.3659	16889.0	7.4921	533.12	1161.1	1573.0	2.3659	339.0	177.17	3852.9	3660.5	797.32	1663.6	16930.0	131.7	1393.5	6203.3	179.02	9.238	8331.6	636.04	1722.8	1005.5	1718.1	576.1	0.0	195.19	2834.4	2834.0	2027.2	3883.3	1662.5	2392.0	2951.5	2117.9	5316.6	1.0078	2938.9	94.243	284.31	32.334	13243.0	4647.5	2896.3	204.26	191.25	176.66	4791.8	892.75	281.94	2873.0	19024.0	145.67	92.271	1674.3	57.965	1593.5	0.22204000000000002	419.95	587.54	141.56	131.7	613.96	88.72200000000001	553.23	0.088027	179.39	79.259	286.28	171.14	68.612	4897.1	236.99	478.31	2507.1	289.43	249.17	0.0	5520.5	864.97	38.644	1238.2	1416.0	0.12479000000000001	2.1835	125.79	4324.1	77.28699999999999	529.97	135.25	4130.9	104.5	0.06458799999999999	0	0.31942	0	0.42633999999999994	39.431999999999995	-1	0.012655	0.035252
TCGA-DK-A3IU	BLCA_1	1	16.16	17186.0	2.3086	1274.7	64008.0	263.95	1273.2	8048.5	75.798	1524.0	5899.6	19608.0	1311.7	282.8	4032.3	16356.0	6.1562	102.73	1073.4	16.16	3546.0	673.54	29.291999999999998	1429.8	447.1	1043.9	5447.5	741.64	18.469	4137.4	11589.0	369.76	4.4029	0.7695	1368.6	240.09	2284.3	3132.7	8.8496	0.0	43.093	10733.0	33.09	1115.8	3739.9	4188.5	1019.6	21.930999999999997	1384.4	3548.3	1.3342	1566.0	116.58	337.82	152.75	14866.0	1966.5	166.22	292.42	293.19	176.61	6241.2	5.0019	11.158	969.22	3843.4	325.4	114.28	406.32	153.14	514.81	0.21650999999999998	183.92	57.715	237.78	274.72	1509.8	6.1562	1250.9	0.47817	259.51	166.6	28.088	120.82	7.3105	0.7695	529.05	882.26	758.37	393.61	167.31	0.0	2470.8	766.35	1.5391	5212.8	12501.0	0.047244	2.8019	278.95	13407.0	414.77	2115.4	18.852999999999998	2.3086	8.08	0.099695	0	0.10532000000000001	1	0.28795	96.191	0	0.13952	0.2004
TCGA-DK-A3IV	BLCA_3	1	5445.1	2501.7	141.6	112.76	37.295	1373.2	65.266	1885.4	1128.5	174.24	5875.1	2.3309	6904.2	4810.5	8.741	11009.0	0.5827	762.8	3823.0	4240.0	6.4101	135.1	475.82	2375.2	586.52	155.01	961.51	6381.8	3056.4	409.66	1510.6	16.608	41.486999999999995	2245.3	277.38	2176.2	21.853	435.89	1291.9	81.874	67.889	2056.2	4741.7	2541.0	41.957	2245.6	1095.5	11879.0	1659.0	1808.2	10.950999999999999	2314.0	11.946	548.06	2.6223	3606.3	3447.2	4042.4	23.601	19.813	223.48	4257.2	6376.6	60.896	2550.6	7923.2	319.92	54.777	3077.4	0.8741	879.93	0.21129	278.84	462.11	320.5	20.104	1257.8	16.899	100.81	0.064266	231.91	32.925	363.04	136.36	107.52	14501.0	472.31	31.468000000000004	4.3705	61.77	892.09	7.5756	4290.7	1009.5	5.8274	210.91	118.3	0.66918	13.142000000000001	402.09	2098.7	29.72	809.42	186.77	1361.0	63.227	0.054725	0	0.39681	0	0.52482	71.094	0	0.02159	0.26026
TCGA-DK-A3WW	BLCA_1	0	4.2694	318210.0	0.4744	607.21	169290.0	11.385	505.69	13760.0	8.0645	166.03	909.39	297590.0	34138.0	253.32	53612.0	63510.0	0.4744	0.0	24268.0	1.8975	9578.3	4211.4	6.4801	1365.3	75.42699999999999	99.62100000000001	1334.4	14089.0	634.73	2818.3	7462.8	4.7438	8.6029	2.3719	874.76	3.3207	8.5389	4749.5	0.4744	922.2	111.48	15239.0	37.476	25.142	578.27	6982.9	1240.5	2.8463	643.26	299.81	6.8823	1226.3	18.500999999999998	0.0	4.2694	12495.0	1429.8	71.632	63.093	24.194000000000003	24.194000000000003	11911.0	0.4744	7.5901	101.04	1153.7	194.5	1769.9	693.33	0.4744	156.07	0.062936	463.0	81.594	150.38	64.99	6766.1	1.4231	143.26	0.031741000000000005	179.92	5.6926	0.4744	344.88	0.0	6.167000000000001	199.24	27.514	29.886	257.12	500.69	1.4231	569.26	733.2	0.0	1933.1	288.43	0.032917	20.155	1446.4	8585.4	3.7951	2027.0	1086.3	0.0	0.0	0.42512	0	0.45387	0	0.019303999999999998	10.436	0	0.013819	0.035738
TCGA-DK-A3WX	BLCA_1	0	4.086	87148.0	0.4086	929.56	163980.0	64.967	1574.3	23310.0	27.375999999999998	1084.4	122.58	136400.0	14410.0	301.55	51038.0	22788.0	2.043	0.8172	20970.0	4.086	24006.0	4596.7	1.2258	1782.7	213.29	375.91	2187.6	1005.0	440.88	991.26	2139.3	58.838	10.617	1.2258	756.72	6.5376	232.08	4521.9	3.2688	3.6774	152.81	21778.0	901.37	20.838	9364.2	7698.4	1467.7	6.5376	3281.0	50.258	4.0833	1367.2	189.59	221.87	25.333000000000002	38285.0	928.74	224.32	94.795	115.22	274.17	5997.0	0.8172	59.655	339.54	2780.9	163.44	203.07	367.55	0.4086	124.62	0.038870999999999996	488.27	623.11	97.24600000000001	11.849	12194.0	9.3977	852.74	0.42031999999999997	216.42	14.71	17.160999999999998	306.04	0.4086	4.086	303.59	52.708999999999996	393.07	254.97	433.65	0.8172	1174.1	788.68	0.4086	407.37	1157.2	0.039444	29.4	823.32	6814.6	122.99	1665.0	245.98	0.0	2.8602	0.1491	0	0.22876	-1	0.036552999999999995	42.494	-1	0.014147999999999999	0.12379000000000001
TCGA-DK-A3WY	BLCA_4	0	3.4261	121.63	1.7131	1141.8	48.394	332.33	1006.9	9681.8	66.809	1017.1	258.67	180.73	1634.7	794.43	11.562999999999999	1761.0	4.7109	1.2848	107.36	17.987000000000002	11.135	426.24	26.013	2056.5	55.675	864.24	7571.7	711.19	46.681000000000004	183.3	310.49	142.61	10.125	0.0	1821.8	5.9957	2118.6	1205.6	4.7109	0.0	125.05	14520.0	201.28	304.07	502.36	355.03	2187.2	20.557	289.08	412.42	1.0474	379.87	95.075	64.668	68.52199999999999	13657.0	1557.2	230.84	321.63	192.29	164.45	2122.9	1.7131	1.2848	1641.1	4.2827	209.49	67.666	423.01	182.87	178.59	0.03702	178.59	162.74	31.691999999999997	739.62	1439.8	178.16	689.51	0.030624000000000002	437.31	242.4	3.8544	107.07	63.383	0.4283	327.19	937.47	1962.3	436.83	150.83	0.0	1088.2	466.36	0.4283	1313.5	2415.0	0.037962	4.3643	456.96	6433.4	656.53	1290.8	83.94	53.961999999999996	7.4861	0.14231	0	0.031939999999999996	0	0.020981	134.47	0	0.018537	0.034776999999999995
TCGA-DK-A3X1	BLCA_2	1	1204.4	809.88	1100.6	108.88	1098.4	1892.0	766.66	5169.1	2869.1	480.43	14197.0	786.31	2469.5	2099.6	88.116	9420.0	6.1737	113.93	4044.6	898.55	104.95	274.51	28.169	2383.1	1714.0	287.92	821.66	17716.0	2831.5	525.33	1882.4	44.338	15.216	2.245	839.06	3222.7	156.03	1367.8	368.18	403.54	310.37	8600.5	4542.7	6526.2	740.85	3305.2	1734.2	1587.2	1357.1	3952.9	7.0644	3246.2	35.92	2334.8	24.134	9864.5	3604.9	3909.6	66.227	84.74799999999999	233.48	5390.8	1202.8	202.61	1065.2	15646.0	69.033	385.58	4801.1	0.0	1979.5	0.047913	576.96	702.12	1219.0	7.2962	285.67	70.156	272.76	0.03758	241.0	59.492	548.9	14.592	25.816999999999997	3078.4	234.04	81.381	1536.1	36.481	374.41	3.9287	3260.8	404.15	11.225	829.52	494.46	0.037403	8.9663	375.47	2591.3	22.45	957.49	172.3	2407.2	14.054	0.091132	0	0.201	1	0.54797	125.72	0	0.020208	0.045222000000000005
TCGA-DK-A3X2	BLCA_1	1	116.4	74665.0	2.2457	10.48	11178.0	424.44	67.372	5254.2	1515.9	82.34299999999999	5518.1	14456.0	2754.4	276.6	1261.0	25235.0	5.9886	57.64	6186.4	239.17	805.47	1019.6	4.2182	6146.5	361.19	217.46	318.52	6948.8	1268.8	2254.3	3236.4	4.4914	26.614	37.429	106.67	126.88	18.714000000000002	327.13	275.1	241.79	295.69	996.73	471.98	840.27	544.96	1400.2	1867.3	114.53	692.8	613.46	11.48	2752.5	15.345999999999998	656.5	3.7429	13451.0	2487.1	516.51	5.6143	6.7372	103.68	5561.1	55.02	105.17	1301.4	419.2	241.46	387.01	1155.9	0.0	539.35	0.03084	510.53	1247.5	132.12	36.306	490.69	16.843	28.82	0.031629000000000004	50.619	6.7372	416.95	133.25	292.69	27.697	176.29	6.7372	9.7314	43.791000000000004	506.71	0.0	1634.2	2982.0	1.4971	25.826	1076.5	0.032289	34.963	548.33	2147.3	10.854000000000001	210.72	132.12	8.9829	4.1172	0.032234	0	0.9082600000000001	1	0.021277	25.451	-1	0.011208	0.050964999999999996
TCGA-DK-A6AV	BLCA_2	0	1105.2	15292.0	212.29	107.1	19.645	1663.5	313.06	8859.3	3833.3	195.18	6994.9	344.74	4268.1	1443.6	3.8023	10809.0	0.6337	1034.8	18843.0	3482.3	5.0697	223.49	6.4449	2154.0	733.84	140.68	541.19	8303.8	1991.1	2345.4	7459.8	17.11	32.959	1060.2	370.09	1531.0	64.639	600.13	2468.9	1552.6	105.83	1835.9	5031.7	2561.5	194.55	749.05	1410.7	2060.8	1151.5	2589.3	5.2897	9237.6	41.825	2619.1	9.5057	16120.0	6854.9	1006.3	25.349	23.447	49.43	4041.8	1181.9	987.33	2136.2	17976.0	51.965	2788.3	3661.2	0.0	2253.5	0.025605000000000003	497.46	1377.1	983.52	40.558	537.39	332.07	63.371	0.024913	374.96	38.657	527.88	122.94	85.551	112.8	406.21	94.42299999999999	276.93	50.696999999999996	736.49	17.744	6096.3	886.5	4.436	1055.1	307.99	0.03742	7.9346	780.1	3871.4	21.546	315.59	64.639	1201.5	68.441	0.043674	0	0.42307	1	0.51408	36.755	-1	0.011845	0.024495
TCGA-DK-A6AW	BLCA_2	0	5318.0	584.73	2.9833	603.82	596.66	1798.3	44.153	501.79	1295.9	110.38	4068.6	80.54899999999999	13240.0	742.84	44.153	11008.0	0.5967	0.5967	329.96	1786.4	23.27	44.743	36.586999999999996	620.52	1266.1	54.29600000000001	934.96	29197.0	661.1	300.72	693.91	10.142999999999999	59.235	155.13	363.96	2884.2	7.7566	973.15	112.77	41.766000000000005	51.313	2344.9	7448.1	5461.2	42.958999999999996	13051.0	2342.5	13732.0	8950.5	2757.2	2.8728	6220.8	17.303	2439.1	11.335999999999999	23168.0	7960.0	543.56	8.9499	64.439	219.57	5677.8	25479.0	4.7733	233.29	48059.0	150.45	3868.1	172.54	0.0	873.51	0.026045999999999996	254.77	58.473	906.92	3.58	1529.8	638.42	53.103	0.020449000000000002	45.008	48.32899999999999	113.96	554.89	392.6	11984.0	137.23	128.28	1.79	30.43	229.96	72.196	7707.6	321.39	2.9833	161.1	122.31	0.7046100000000001	8.0713	99.64200000000001	6181.4	13.722999999999999	926.01	73.389	580.55	7.1599	0.02982	0	0.8543200000000001	0	0.016355	42.958999999999996	0	0.081428	0.027312
TCGA-DK-A6B0	BLCA_2	0	1831.9	3103.6	742.49	8.6841	61.754	2499.6	22.193	3779.5	2485.1	34.254	8624.3	13.991	13274.0	5239.4	5.307	15894.0	0.4825	2.4123	7818.0	5367.3	3.8596	26.144000000000002	108.23	268.73	1361.0	107.59	203.11	21313.0	25142.0	1534.2	7115.7	2.4123	44.736000000000004	3772.8	159.21	9354.2	17.851	980.34	892.05	233.99	436.14	939.81	5939.0	4143.3	32.806999999999995	51222.0	3131.1	1149.2	8053.1	1407.3	1.0448	11521.0	11.095999999999998	5587.8	4.8245	13758.0	4299.1	3932.0	4.8245	10.614	56.446999999999996	5898.0	669.64	2406.9	1682.3	21379.0	70.438	3765.5	990.14	0.0	1738.8	0.043636	419.25	2437.8	1479.2	3.3772	1266.0	440.48	59.824	0.020672	38.467	22.675	539.38	240.74	8.2017	14857.0	247.01	33.772	0.9649	53.552	350.67	8954.3	2080.9	299.51	54.035	987.58	31.842	0.030820999999999998	6.6487	1512.5	3865.4	5.7894	882.4	133.16	231.58	11.579	0.025386000000000002	1	0.87928	0	0.027348	203.59	0	0.010126000000000001	0.030032999999999997
TCGA-DK-A6B1	BLCA_3	0	5609.0	32.036	324.99	32.036	2.6422	4000.3	82.238	704.8	5955.5	193.21	16408.0	26.752	2331.7	3009.8	0.6605	6038.4	7.5963	1024.8	2424.6	3686.5	0.0	67.191	596.96	956.8	370.9	81.908	763.26	15229.0	4.9541	5.6146	6.6055	15.523	96.86200000000001	7584.1	541.32	10302.0	28.734	362.31	2274.6	0.9908	24.11	2640.9	8344.7	6573.8	7.5963	1816.2	519.19	2965.2	1731.6	6163.6	31.596999999999998	2778.6	17.505	49.541000000000004	16.514	1190.3	7092.0	4465.6	26.752	15.853	1442.0	1493.5	3850.0	0.6605	2729.1	3122.4	374.57	206.42	8674.8	0.0	636.44	0.33833	203.78	13.540999999999999	366.6	49.541000000000004	893.72	1.9816	162.16	0.017322999999999998	70.617	51.853	407.56	118.24	109.32	132440.0	645.02	34.018	1.9816	78.935	753.14	8.5871	12953.0	430.22	65.064	409.54	103.71	0.53678	22.964000000000002	101.06	3204.3	16.514	207.41	35.009	6813.9	161.83	0.030739999999999996	0	0.59454	0	0.78352	79.596	0	0.0092199	0.54773
TCGA-DK-A6B2	BLCA_5	0	8704.4	54.43899999999999	879.82	1449.3	2.0938	3125.2	1965.2	4210.6	2204.8	2081.7	3534.3	319.93	4153.7	2285.2	0.0	12954.0	4.1876	2015.1	32936.0	2846.7	0.4188	358.35	515.08	2309.1	1933.8	761.73	1996.2	8063.7	585.85	1318.3	2134.8	58.208	57.93600000000001	4490.8	786.01	1969.4	8573.3	2291.9	1528.9	0.4188	82.915	3506.3	4077.1	4196.8	415.41	693.89	898.24	4846.3	938.86	7528.9	2.4029	2122.7	283.5	487.02	44.388999999999996	7091.3	6432.2	2791.0	126.88	177.97	247.91	3748.7	1413.7	67.002	3599.2	11964.0	170.44	167.92	1873.0	43.551	3325.0	0.040749	371.44	686.35	1344.2	116.42	1275.5	44.388999999999996	913.74	0.016375	807.37	83.75200000000001	408.29	20.938000000000002	52.345	207.29	342.96	703.1	5533.5	134.84	318.25	0.0	4985.8	408.54	20.938000000000002	827.05	2735.8	0.5262600000000001	8.8106	235.34	3783.5	66.583	437.19	149.08	1858.9	136.1	0.048332	0	0.5816399999999999	0	0.46247	87.102	-1	0.015005000000000001	0.026588
TCGA-DK-A6B5	BLCA_1	0	945.65	46637.0	1.6905	2911.0	19102.0	686.33	451.69	18564.0	1984.6	350.27	1540.7	6770.4	6798.1	538.59	1478.2	26893.0	2.0286	4.3952	23313.0	43.952	940.24	591.07	93.49	2087.1	183.25	229.57	895.27	1605.6	5551.5	2365.3	8138.1	25.357	13.58	96.35700000000001	207.59	1366.2	571.04	2473.5	262.7	66.943	143.69	6396.4	740.77	666.72	2253.7	1183.3	1348.7	1313.2	824.27	266.76	1.9171	4163.0	274.53	9.4667	9.1286	8958.8	889.87	428.37	30.428	34.824	54.095	7580.1	90.609	98.72399999999999	1025.4	3937.4	157.99	106.84	634.63	0.0	534.87	0.036864999999999995	508.83	4221.8	22.99	5.4095	1693.9	60.857	253.57	0.32883	178.45	11.157	461.84	194.41	6.4238	0.3381	211.65	37.19	736.37	116.64	533.12	0.0	2667.6	994.83	0.0	374.95	571.04	0.032113	15.975999999999999	1120.8	3504.7	3.719	1543.1	199.14	40.571	0.6762	0.047053	0	0.42555	1	0.014861000000000001	34.148	-1	0.012385	0.022961000000000002
TCGA-DK-A6B6	BLCA_2	1	2727.7	4.1563	1316.3	13.655999999999999	9.5	2344.7	45.718999999999994	1288.4	3627.2	89.65700000000001	12545.0	1.7813	576.53	4361.1	1.1875	9852.1	0.0	93.81299999999999	20776.0	6720.7	0.5938	32.045	321.56	492.81	1610.3	83.719	399.6	10592.0	2248.5	606.22	813.36	14.25	117.68	6558.6	190.0	3038.8	0.5938	420.38	5956.5	473.81	333.1	1214.8	7430.8	4316.6	8.3125	10906.0	1246.3	5374.1	2095.3	3022.2	5.9379	6262.9	8.3125	2965.8	1.7813	7354.8	6173.2	4198.4	15.437999999999999	13.062999999999999	165.06	3351.7	3354.1	13.655999999999999	3944.3	14393.0	65.907	1534.8	14976.0	0.5938	2436.8	0.048787	549.22	67.094	2489.6	10.687999999999999	1001.1	55.813	74.219	0.012912	100.94	10.687999999999999	844.91	46.313	543.88	29097.0	164.47	35.031	1.7813	17.219	331.98	33.25	4274.7	388.95	49.282	824.13	39.188	0.19378	10.255999999999998	1186.3	1466.0	10.687999999999999	116.38	325.97	5670.3	23.75	0.034263	0	0.53901	1	0.017784	590.78	1	0.17271	0.61802
TCGA-DK-AA6L	BLCA_1	1	2029.2	52922.0	4.6899	112.04	4649.3	1062.0	896.3	8297.5	1704.5	132.88	2679.5	327.77	13836.0	991.66	582.6	12461.0	3.1266	39.604	6844.7	847.84	273.58	743.1	66.154	821.26	557.58	401.25	417.4	6020.0	6795.7	1920.8	10165.0	10.422	7.5654	11.464	304.32	1926.5	567.48	635.75	1502.3	631.06	207.92	5966.6	3013.6	2230.3	261.6	9150.6	1252.2	1076.1	1225.6	785.83	2.3384	2709.2	28.660999999999998	454.92	8.3377	11376.0	1228.2	1114.6	33.872	52.632	22.929000000000002	8957.8	230.85	655.03	1417.4	5009.4	109.5	275.66	1129.0	0.5211	1125.1	0.11001	224.6	1849.9	212.61	14.591	2097.4	42.731	191.77	0.44483999999999996	469.06	10.422	295.47	329.86	19.802	46.378	272.02	50.547	1519.5	235.54	323.39	0.5211	1844.6	755.24	1.0422	698.28	742.05	0.039585	8.1156	390.83	4395.5	33.351	1601.3	442.42	79.729	16.602	0.048063	0	0.12476	0	0.5705100000000001	8.8588	0	0.33695	0.60982
TCGA-DK-AA6M	BLCA_1	1	198.29	95401.0	2.6979	2950.8	56596.0	126.13	3188.2	11178.0	46.538999999999994	292.72	915.93	2677.0	7137.3	129.5	3416.9	24199.0	2.0234	4.0468	13447.0	8.0937	2428.1	2691.2	11.372	1585.0	288.67	495.74	2127.3	1221.9	1529.0	1721.2	7485.5	28.328000000000003	7.6925	2.0234	267.77	951.01	43.166000000000004	2834.1	42.492	2.0234	428.29	2865.2	349.38	263.04	1270.7	4189.1	987.43	7.4192	1535.1	113.31	2.1978	1647.7	28.328000000000003	238.09	22.258000000000003	21352.0	1179.0	277.21	38.445	81.611	65.42399999999999	7584.4	16.862000000000002	8.0937	366.91	1366.5	274.51	37.77	501.34	0.0	177.39	0.14623	246.18	505.18	123.43	11.466	2519.8	249.56	977.99	0.5736399999999999	194.29	16.187	31.7	957.75	4.0468	11.466	327.12	51.934	41.143	335.21	424.84	0.0	1207.1	517.29	0.0	1773.9	1282.2	0.71713	19.781	484.27	8517.2	32.375	1788.0	365.56	1.3489	17.105	0.052014	0	0.31922	0	0.46066	50.585	1	0.3046	0.32309
TCGA-DK-AA6P	BLCA_2	0	2577.8	103.67	6813.3	37.188	20.284000000000002	966.32	100.3	295.25	8025.8	228.2	17612.0	40.005	1495.4	3337.9	2.2538	11820.0	13.523	40.005	4857.1	2797.6	1.1269	26.494	74.827	1991.2	512.74	334.13	374.7	10611.0	1545.0	16.34	25.919	9.5787	76.524	46634.0	277.78	1730.4	6.7614	412.45	1975.5	2682.6	130.72	1099.9	2765.4	9140.3	12.395999999999999	5276.7	1240.2	487.39	3955.4	3469.2	6.819	2822.3	6.7614	6827.9	3.3807	5158.4	5001.2	4489.0	19.721	12.395999999999999	611.91	3192.5	290.74	22.538	4573.6	9761.3	61.416000000000004	687.98	3699.8	0.5635	3470.9	0.028176	646.28	1236.2	2350.2	8.4518	476.12	120.58	70.432	0.023984000000000002	133.2	15.777000000000001	687.98	45.64	172.42	27739.0	180.87	12.959000000000001	2.8173	44.513000000000005	719.93	1484.1	6517.8	507.1	136.92	277.78	79.447	0.13482	27.276	647.41	1103.8	19.721	174.11	203.97	589.94	14.65	0.033293	1	0.70429	1	0.015036	2824.0	-1	0.014047	0.034957999999999996
TCGA-DK-AA6Q	BLCA_1	1	62.177	204630.0	1.1005	758.78	94001.0	221.19	95.191	18292.0	507.87	33.565	663.04	2119.0	21425.0	690.0	11903.0	15677.0	57.775	0.5502	24482.0	17.608	6261.1	248.09	7.8024	2181.7	314.74	152.97	368.11	445.82	5762.6	1753.6	4240.6	1.6507	9.4643	0.5502	1594.6	12.105	26.962	653.13	17.608	197.53	281.72	12712.0	109.5	192.03	6450.4	6277.1	2289.5	28.061999999999998	2345.7	775.28	6.8831	3010.3	198.64	458.35	2.2009	11476.0	823.71	76.483	6.0526	6.0526	36.866	5895.8	67.679	674.59	770.33	183.78	127.22	38.516999999999996	1447.1	0.0	162.32	0.11195999999999999	623.97	469.35	11.555	2.2009	3925.4	75.382	267.42	0.033601	380.72	9.354	197.53	514.47	2.2009	47.871	236.6	12.655	39.617	231.1	439.66	348.85	1120.8	375.5	5.5024	1491.1	456.15	0.037961	22.8	1096.6	5007.7	5.5024	537.58	659.18	0.5502	1.4416	0.057674	0	0.29822	-1	0.020383000000000002	14.306	0	0.3726	0.3282
TCGA-DK-AA6R	BLCA_1	1	181.71	257760.0	0.0	1871.5	251270.0	84.416	664.84	56021.0	65.339	314.77	376.3	238090.0	21805.0	108.26	34231.0	36015.0	5.2462	0.0	22601.0	124.95	16966.0	1062.8	10.707	3115.8	106.36	132.11	1242.9	3132.5	3349.9	2997.0	15095.0	9.5386	9.6136	0.0	457.85	520.33	54.37	2111.8	2.8616	2265.9	214.14	24950.0	207.94	536.54	8147.4	44074.0	1036.8	420.17	1423.2	94.90899999999999	2.0899	1777.0	940.03	303.33	51.031000000000006	26490.0	845.59	617.62	81.078	61.047	91.57	7002.7	149.76	86.324	1476.1	1352.6	531.77	355.31	385.84	0.0	79.17	0.055758	795.52	254.68	45.308	24.323	14872.0	59.61600000000001	114.94	0.5812	185.59	18.123	129.25	473.59	0.4769	0.0	563.25	121.14	30.523000000000003	509.36	247.03	0.0	1591.5	1540.2	0.0	2537.7	832.72	0.57038	23.406999999999996	458.33	5614.9	21.939	685.82	131.16	4.2924	0.4769	0.081139	0	0.028112	1	0.017236	33.861999999999995	1	0.011257	0.4246
