BLCA	Labels	B:MUTA:COMP:TP53::	N:GEXP::TMPRSS2:7113:	N:GEXP::KRT5:3852:	N:GEXP::TOX3:27324:	N:GEXP::EFEMP1:2202:	N:GEXP::KRT6A:3853:	N:GEXP::C17orf28:283987:	N:GEXP::CTHRC1:115908:	N:GEXP::CD44:960:	N:GEXP::RNF128:79589:	N:GEXP::CDH11:1009:	N:GEXP::GATA3:2625:	N:GEXP::KRT14:3861:	N:GEXP::LAMB3:3914:	N:GEXP::PPFIBP2:8495:	N:GEXP::KRT6B:3854:	N:GEXP::PERP:64065:	N:GEXP::PCYT1B:9468:	N:GEXP::SLC30A2:7780:	N:MIR::hsa-miR-205-5p:Corrected:	N:GEXP::BCAS1:8537:	N:GEXP::KRT6C:286887:	N:GEXP::SPHK1:8877:	N:GEXP::ACSM3:6296:	N:GEXP::CENPF:1063:	N:GEXP::REEP6:92840:	N:GEXP::ZCCHC24:219654:	N:GEXP::ANXA6:309:	N:GEXP::C10orf116:10974:	N:GEXP::TMPRSS4:56649:	N:GEXP::ANXA8L2:244:	N:GEXP::ANXA8:653145:	N:GEXP::NEGR1:257194:	N:MIR::hsa-miR-29c-5p:Corrected:	N:GEXP::HMGCS2:3158:	N:GEXP::TCF4:6925:	N:GEXP::VSIG2:23584:	N:GEXP::COMP:1311:	N:GEXP::RAB31:11031:	N:GEXP::KLHDC7A:127707:	N:GEXP::CLCA4:22802:	N:GEXP::C3orf54:389119:	N:GEXP::MSN:4478:	N:GEXP::FER1L4:80307:	N:GEXP::PPARG:5468:	N:GEXP::AHNAK2:113146:	N:GEXP::AQP3:360:	N:GEXP::DGKA:1606:	N:GEXP::SCNN1B:6338:	N:GEXP::PLCD3:113026:	N:GEXP::RHOU:58480:	N:MIR::hsa-miR-4746-5p:Corrected:	N:GEXP::SSH3:54961:	N:GEXP::MN1:4330:	N:GEXP::SLITRK6:84189:	N:GEXP::PPAPDC3:84814:	N:GEXP::ITGB4:3691:	N:GEXP::TRAK1:22906:	N:GEXP::CAPN5:726:	N:GEXP::LOC399959:399959:	N:GEXP::BNC2:54796:	N:GEXP::KALRN:8997:	N:GEXP::CSDA:8531:	N:GEXP::SCNN1G:6340:	N:GEXP::CAPNS2:84290:	N:GEXP::PIK3C2B:5287:	N:GEXP::S100P:6286:	N:GEXP::TCP11L1:55346:	N:GEXP::SPOCD1:90853:	N:GEXP::TMEM97:27346:	N:GEXP::SCRG1:11341:	N:GEXP::CAB39L:81617:	N:METH:cg02587643:CAST:TssD504:Shore	N:GEXP::PRICKLE3:4007:	N:GEXP::PLCH2:9651:	N:GEXP::MFAP3L:9848:	N:GEXP::ANK2:287:	N:GEXP::SERPINB1:1992:	N:GEXP::DOK7:285489:	N:GEXP::OLFML3:56944:	N:METH:cg14419581:PTRF:TssD17291:Island	N:MIR::hsa-miR-125b-5p:Corrected:	N:GEXP::JAM2:58494:	N:GEXP::C20orf151:140893:	N:GEXP::ADORA2B:136:	N:GEXP::KSR2:283455:	N:GEXP::SPINK1:6690:	N:GEXP::CDKAL1:54901:	N:GEXP::CPXM2:119587:	N:GEXP::SFRP4:6424:	N:GEXP::KATNAL1:84056:	N:MIR::hsa-miR-106b-5p:Corrected:	N:GEXP::ANXA10:11199:	N:GEXP::ACOX1:51:	N:GEXP::GPSM2:29899:	N:GEXP::SLC5A7:60482:	N:GEXP::PHLDB2:90102:	N:GEXP::CCDC80:151887:	N:METH:cg17166103:BCAT2:TssD11910:Island	N:MIR::hsa-miR-19b-1-5p:Corrected:	N:GEXP::MCC:4163:	N:GEXP::ZYX:7791:	N:GEXP::LGI2:55203:	N:GEXP::RRAS:6237:	N:GEXP::SIX1:6495:	N:GEXP::UPK3A:7380:	N:GEXP::ZBTB8B:728116:	N:METH:cg27335600:CACNA1D:TssD173:Island	B:MUTA:COMP:FGFR3::	N:METH:cg24720571:NRN1:TssU50:Island	I:CNVR::SYN2:6854:	N:METH:cg01462053:ARRDC2:TssD248:Island	N:GEXP::PDE7B:27115:	I:CNVR::FGD3:89846:	N:METH:cg02337825:BTNL9:TssU80:Shore	N:METH:cg27635394:HIST1H2BB:TssD66:Shore
TCGA-DK-A1A3	BLCA_3	1	11292.0	241.0	68.473	1034.1	93.81299999999999	3699.7	1096.6	1395.9	448.04	1683.2	3907.3	63.081	80.334	978.03	29.654	3869.0	3.2349	807.66	165.56	5227.7	14.557	393.22	97.512	1520.4	7445.8	349.37	1438.5	18879.0	242.08	312.17	546.8	93.81299999999999	11.812000000000001	2.6958	782.32	5786.8	3460.3	1005.5	1353.8	24.261999999999997	19.41	3124.4	254.48	2215.4	291.14	372.02	556.41	889.61	466.91	6892.0	1.3554	2294.7	140.18	303.55	20.488000000000003	2574.5	3424.7	3135.7	115.38	153.66	479.31	2830.0	411.38	4.3132	1327.9	11268.0	164.56	19.949	6686.7	3.7741	766.14	0.041946	260.41	22.105	395.2	477.69	921.96	4.3132	716.54	0.041572000000000005	394.82	121.85	309.48	79.795	12.401	273.89	132.09	294.38	2237.5	62.003	129.15	2.1566	3606.5	328.46	2.1566	236.15	1778.1	0.47145	2.5172	181.7	3113.6	65.238	479.85	132.63	2515.2	3.7741	0.060323	0	0.19362000000000001	1	0.026572000000000002	87.882	0	0.020885	0.053826
TCGA-DK-A1A5	BLCA_1	1	82.645	18638.0	0.6357	634.46	680.23	564.21	3199.9	10242.0	5531.1	1891.6	6400.5	383.98	4897.6	528.93	246.66	21420.0	11.443	98.22	9165.5	581.69	53.718999999999994	480.7	60.763000000000005	3395.1	820.41	539.41	2009.2	1934.1	3696.4	5035.9	8891.0	226.32	7.8188	115.39	1227.0	447.87	724.41	2600.1	629.69	211.7	198.66	3319.1	1381.8	1741.9	1492.0	812.14	1828.7	305.15	349.01	971.71	6.7646	2343.0	181.18	615.7	46.09	11215.0	3328.3	230.13	132.23	337.57	170.06	4498.1	85.823	542.28	1132.5	12585.0	172.01	196.12	1433.3	6.992999999999999	1589.3	0.09485	480.93	637.63	327.4	48.951	1135.7	126.19	739.99	0.038145	505.24	45.455	171.01	19.072	15.258	1.5893	432.3	570.57	5144.3	228.23	152.42	0.0	2184.3	768.78	17.8	1177.0	2123.7	0.073119	2.1084	811.82	3783.2	89.32	455.82	256.83	1054.0	58.486999999999995	0.039594	0	0.42641	1	0.5917100000000001	106.8	-1	0.02468	0.66114
TCGA-DK-A1A6	BLCA_3	1	5118.7	14.831	288.87	27.976999999999997	5.056	2178.1	292.58	1068.2	7603.6	301.68	105.5	42.13399999999999	112.58	2072.6	5.3931	10932.0	0.0	394.03	3209.8	6428.2	0.3371	263.69	5.1437	2215.9	357.29	95.728	762.45	30676.0	613.8	1321.0	5540.7	16.516	23.725	7.0785	235.61	248.08	15.842	835.6	2596.4	9.4379	64.043	1770.6	3299.6	3184.6	49.211999999999996	5246.1	836.94	3911.3	5255.2	2432.6	11.862	4476.3	10.112	793.46	7.7526	5895.7	3176.5	3148.6	22.584	19.55	53.593999999999994	1703.5	1248.5	150.67	1680.3	58627.0	47.19	192.8	6250.7	0.0	1762.2	0.044866	280.78	37.078	352.24	8.7638	316.51	144.94	205.28	0.062618	54.198	4.718999999999999	408.87	13.482999999999999	184.04	28.314	812.67	87.63799999999999	7.7526	29.325	412.32	1.3483	11260.0	680.17	29.325	368.42	278.08	0.17731	6.1357	691.67	3569.6	6.7414	194.49	69.436	18.202	35.79	0.060776	0	0.5483600000000001	1	0.25190999999999997	13.82	-1	0.052759	0.80316
TCGA-DK-A1A7	BLCA_2	0	2176.7	4732.5	1864.3	289.21	332.01	3776.8	210.33	1712.6	3766.4	361.36	20902.0	186.49	1693.7	1902.8	26.903000000000002	18340.0	9.7829	448.18	7817.5	1550.0	22.011999999999997	84.98899999999999	282.2	2634.1	5425.2	304.49	831.55	82235.0	3048.0	2097.8	5051.1	83.766	49.248999999999995	2292.9	624.27	5401.4	59.92	436.56	2569.2	1274.8	310.0	2634.7	2948.9	8780.2	118.01	31173.0	4766.7	3007.0	5880.2	664.63	16.416	5060.8	37.909	2480.6	11.005999999999998	7060.8	7339.0	4096.0	94.772	41.578	313.67	3180.7	3370.8	794.86	1868.5	16629.0	77.041	31.183000000000003	11643.0	5.5029	1007.6	0.029483	223.17	152.25	337.51	88.65799999999999	799.14	61.755	281.26	0.046501	226.47	136.35	849.28	65.423	175.48	62754.0	417.0	129.01	11.617	73.984	534.27	100.89	12226.0	441.98	114.34	502.6	281.87	0.53897	2.2386	1093.2	2055.6	44.635	330.17	138.18	2451.2	124.12	0.046744	0	0.62129	1	0.027224	128.4	1	0.023688	0.23956999999999998
TCGA-DK-A1AA	BLCA_2	0	1016.2	21288.0	546.81	52.364	4192.6	1975.2	94.256	17377.0	3125.0	90.13	5938.8	411.93	19245.0	2087.9	277.06	27949.0	1.5868	8.2513	6798.6	5546.2	236.43	27.971999999999998	145.34	589.65	881.31	143.45	357.35	17452.0	16927.0	2814.7	5154.9	6.0298	23.113000000000003	3546.2	324.66	7243.1	132.34	2034.9	535.7	11352.0	197.08	4674.4	2454.5	2646.5	729.61	39694.0	2793.7	461.76	5988.6	2555.1	1.6411	7073.0	20.628	5718.8	15.232999999999999	18849.0	3535.7	1765.5	19.042	14.280999999999999	27.293000000000003	7195.8	175.5	1246.0	1538.9	26955.0	94.40799999999999	1234.2	898.5	0.3174	1656.9	0.037114	464.61	1673.8	1071.7	2.8562	1010.5	198.35	93.62100000000001	0.06334400000000001	103.53	35.227	191.37	403.68	15.232999999999999	2161.2	231.99	47.92100000000001	6.3472	50.778	253.42	4145.7	2703.1	323.03	274.83	1545.8	108.54	0.06805900000000001	3.8293	2543.9	5372.3	20.628	1000.0	296.73	213.58	2.888	0.038931	0	0.27613000000000004	0	0.78079	288.48	-1	0.052252999999999994	0.048699
TCGA-DK-A1AB	BLCA_1	1	141.58	340030.0	7.0791	4113.9	52978.0	108.12	5749.5	13831.0	32.499	2679.1	3057.8	1555.1	22000.0	823.75	5514.3	24679.0	30.247	0.6436	3955.2	266.11	3223.9	466.16	143.32	2406.9	43.118	950.85	2833.6	146.35	3361.3	4150.6	7287.1	402.86	6.9255	4.1831	2684.9	38.935	4532.5	3762.8	8.3662	5238.2	147.05	16938.0	27.994	119.06	19969.0	20245.0	3401.2	445.02	443.09	279.3	1.9105	751.35	508.73	748.13	82.375	7811.4	881.99	236.18	229.75	598.83	220.09	6084.1	539.94	1013.9	1745.3	832.11	156.11	125.49	119.9	78.192	328.86	0.037899	510.34	636.15	149.95	173.44	952.46	25.099	1493.4	0.080562	919.19	68.538	210.76	391.28	13.835999999999999	4.5049	263.21	728.82	2838.4	411.23	92.539	22.524	1032.4	875.57	0.6436	1774.0	3518.9	0.054726	3.4628	4328.2	6123.1	92.993	1835.7	318.24	0.0	0.4827	0.091763	0	0.21161999999999997	-1	0.022581	111.01	0	0.020115	0.055501
TCGA-DK-A1AC	BLCA_3	1	7430.5	87.154	12910.0	1235.6	22.750999999999998	1815.2	1120.4	2096.2	1592.6	1152.6	10519.0	1.4001	34.652	6924.4	1.0501	5067.9	80.154	626.53	34.183	74.554	0.35	143.33	293.77	5020.6	1384.7	155.76	1101.9	98.334	0.7	1.7501	8.7504	15.401	55.059	6961.1	520.83	278.96	635.63	743.09	1660.5	0.7	2.8001	2496.0	2279.7	4366.8	137.91	63.003	623.03	485.12	149.81	1974.5	11.481	1388.2	25.201	78.404	11.550999999999998	1490.0	3264.3	2549.5	114.81	127.06	1139.7	1202.0	1729.1	0.7	1811.7	39.202	236.96	44.452	7016.2	0.35	770.04	0.16343	202.66	12.950999999999999	129.51	135.11	670.28	2.1001	203.71	0.042968	429.51	31.502	314.67	14.001	123.91	7976.6	1424.9	443.82	2858.2	133.36	672.97	0.0	23281.0	679.99	1.0501	120.76	807.14	0.077843	12.786	78.404	2709.1	43.052	280.01	14.350999999999999	359.47	29.401	0.070991	0	0.087387	1	0.030116000000000004	16.801	1	0.024711	0.049424
TCGA-DK-A1AD	BLCA_5	1	4772.1	1002.0	1532.7	437.05	174.9	2881.7	772.91	8663.8	4634.7	873.31	12776.0	101.59	826.29	2843.0	47.012	17076.0	3.5857	631.08	8748.2	278.88	286.85	54.402	578.06	3300.0	903.59	401.99	1012.4	10795.0	1702.0	1049.8	3052.3	109.56	22.63	59400.0	386.85	1540.2	1051.4	607.97	601.99	489.64	129.48	4492.4	3466.9	4129.9	521.91	11432.0	2724.7	2190.0	1271.3	3925.9	3.0464	5414.7	121.51	1164.5	18.725	12304.0	6196.4	1759.0	136.25	127.09	876.89	3545.8	1404.0	803.59	3575.3	8158.2	81.673	25.498	8607.6	82.47	2531.1	0.090937	528.68	223.9	775.7	65.737	562.55	36.653	412.75	0.12032000000000001	448.83	66.53399999999999	533.87	58.964	49.801	22618.0	1663.0	368.92	1909.6	45.817	328.87	0.3984	5606.0	928.17	47.41	784.06	920.32	0.07470700000000001	3.1915	884.86	3860.2	91.235	234.26	162.95	1121.1	122.31	0.0472	0	0.07222999999999999	1	0.062846	895.22	-1	0.032626	0.38527
TCGA-DK-A1AE	BLCA_1	0	142.38	148770.0	14.767000000000001	273.61	2223.2	58.791000000000004	395.1	7888.3	492.06	252.44	890.78	381.72	6097.8	290.89	219.56	25024.0	304.82	0.5573	7265.4	6.4085	134.58	177.48	86.12700000000001	3666.2	60.184	132.07	708.83	232.07	4189.8	695.74	1839.3	39.008	5.6051	8.9161	5428.0	6.4085	107.27	3059.9	8.6375	989.41	122.32	8462.8	25.076999999999998	437.17	3267.2	115.35	1178.0	256.06	565.9	63.527	7.6433	3049.9	32.321	1636.7	7.2444	13943.0	1148.5	81.081	55.726000000000006	36.222	66.035	4945.9	123.71	915.85	204.24	1543.6	111.73	10.588	1265.4	13.652999999999999	130.68	0.052378999999999995	356.09	106.16	207.86	16.439	572.3	25.913	122.6	0.057883000000000004	224.71	14.21	11.981	786.29	3.3435	4.4581	343.55	78.852	326.83	199.78	194.65	29.535	1726.8	885.16	0.0	1405.4	328.78	0.047510000000000004	9.1719	1037.1	3794.7	17.832	160.21	484.26	0.5573	2.7863	0.053826	0	0.46646000000000004	0	0.059988	58.512	0	0.022639	0.067104
TCGA-DK-A1AF	BLCA_4	0	3843.2	37456.0	684.69	1485.1	17131.0	2252.5	2584.8	9457.2	2019.9	3228.5	2198.0	6129.6	4388.1	1140.2	2136.5	9977.3	8.4646	54.863	432.15	1888.9	1280.3	1080.8	487.58	1365.3	697.86	1356.2	3259.2	10554.0	4661.2	703.82	2030.6	241.09	12.045	7761.4	2473.9	3487.1	1488.5	3083.9	971.24	118.19	57.058	11023.0	587.82	1424.9	1032.1	18245.0	1547.1	3696.8	1557.2	2070.7	3.1606	2498.0	262.4	359.9	71.479	8521.4	3403.4	6226.8	498.16	745.2	501.29	3979.3	637.35	168.98	1978.2	19616.0	209.83	456.78	2108.9	15.048	1545.0	0.037235000000000004	200.96	355.2	429.81	322.6	2688.6	22.259	1929.9	0.042849	1138.5	385.3	106.91	361.78	13.167	10828.0	264.91	1168.4	1763.8	263.34	222.44	2243.8	4895.2	679.84	99.381	1134.9	5395.7	0.063596	3.1606	1301.0	6400.2	410.38	784.7	82.13799999999999	4396.9	0.627	0.1191	0	0.065006	0	0.081121	431.38	-1	0.024922	0.06115399999999999
TCGA-DK-A1AG	BLCA_2	0	794.12	13689.0	96.736	37.516999999999996	639.63	2266.1	70.62100000000001	10078.0	2413.6	52.965	4708.1	44.506	10246.0	2915.3	37.149	15568.0	1.8391	5.8851	13807.0	1623.5	34.575	30.726999999999997	131.13	800.37	1528.6	105.19	309.33	5061.7	15004.0	2224.6	7856.0	2.2069	24.175	1202.8	328.46	3202.9	1.8391	1681.7	455.36	7236.8	220.32	2795.0	9693.4	2051.3	424.46	36453.0	2210.2	893.79	6888.5	446.16	2.3358	6416.2	9.5632	6276.8	1.4713	19119.0	3504.2	1309.8	4.7816	10.299000000000001	36.782	6535.4	171.03	812.87	1122.9	14571.0	68.833	4293.9	1077.8	0.0	861.42	0.036119	384.37	3795.5	476.32	1.1034	1087.6	393.56	59.95399999999999	0.039452	32.935	21.701	384.37	492.51	32.368	11573.0	220.32	34.207	2.5747	24.276	357.03	6749.8	1746.4	284.41	3.3103	1087.3	62.897	0.08418099999999999	6.657	1240.3	5595.9	9.931000000000001	714.3	214.81	94.161	0.7356	0.054957000000000006	1	0.43546	0	0.44327	153.01	-1	0.022552000000000003	0.092606
TCGA-DK-A2HX	BLCA_4	0	3008.3	3.3245	144.61	2674.2	3.6569	2034.2	3699.5	3498.7	1532.9	4913.6	2513.6	8.3112	2789.2	407.58	13.63	12554.0	26.263	140.96	248.57	3291.2	1.3298	459.44	52.336999999999996	897.61	929.19	2070.8	4648.3	9742.0	5627.3	216.75	460.77	481.71	10.093	215.76	1740.7	2682.5	7253.7	3010.0	2309.5	0.6649	28.258000000000003	4887.6	536.24	1265.6	2570.2	916.89	1332.5	51.861999999999995	2601.7	3144.6	0.48725	2241.4	464.76	59.84	73.471	13868.0	3834.8	6396.9	507.98	720.08	582.78	5401.3	3.3245	0.6649	2247.0	11760.0	377.09	89.428	650.27	254.99	376.0	0.03261	199.47	6.9814	210.44	293.55	1032.2	10.638	1747.0	0.034525	640.39	156.58	132.98	26.596	20.279	3774.3	239.69	2504.3	7494.0	277.26	203.11	0.0	5917.3	576.3	0.3324	857.05	4386.3	0.034174	4.5941	454.12	7576.8	289.56	1178.5	77.46	2652.3	3.3245	0.029751999999999997	0	0.40758	1	0.070145	212.1	0	0.028744	0.5731
TCGA-DK-A2I1	BLCA_5	1	10294.0	76.94	1780.0	1262.5	31.496	1766.5	4532.3	3574.8	5324.6	2175.0	15519.0	177.28	874.24	2520.6	16.648	8983.1	6.7492	492.24	7052.5	3962.2	2.2497	906.67	551.83	2234.4	3924.4	625.87	3465.0	48900.0	67.042	384.7	1146.5	106.64	33.889	11636.0	798.2	6241.2	15051.0	2716.8	3440.3	0.0	171.88	4012.2	2595.3	5763.8	418.9	1084.8	892.24	5369.6	822.95	3813.7	3.1805	3469.1	94.93799999999999	958.83	93.13799999999999	4785.6	8216.9	2373.9	251.07	160.63	712.71	2835.1	2397.3	420.7	1285.0	12622.0	65.008	400.45	17943.0	75.59100000000001	3281.9	0.092226	243.42	175.03	701.01	116.08	1652.6	6.7492	1005.2	0.052587	374.64	116.98	910.24	6.7492	131.83	16037.0	254.22	364.9	5399.8	68.84100000000001	517.88	0.0	9350.0	266.49	14.398	689.76	1975.2	0.6895100000000001	2.7418	361.75	4694.7	76.49	771.65	19.348	10505.0	132.28	0.08533500000000001	0	0.62795	1	0.018611000000000003	67.492	1	0.01239	0.036048000000000004
TCGA-DK-A2I2	BLCA_1	1	477.25	205000.0	0.455	1194.3	137490.0	181.07	2022.3	121350.0	89.62700000000001	716.56	207.92	144800.0	23592.0	40.491	66737.0	19030.0	12.739	1.3649	41238.0	1.3649	6860.3	2793.7	37.297	2041.9	23.203000000000003	225.66	1769.3	196.93	146.5	1648.3	12556.0	55.505	10.027000000000001	0.9099	729.75	31.846999999999998	59.6	3319.8	0.0	64.604	133.76	11717.0	254.32	59.145	5409.9	13587.0	895.36	7.7343	566.42	142.4	3.2001	1121.9	97.361	205.19	38.217	16472.0	747.04	444.95	92.81200000000001	157.42	137.4	7111.0	1.8198	96.45100000000001	465.88	506.82	1907.4	88.71700000000001	486.63	0.455	71.883	0.27834000000000003	263.42	7.2793	179.71	36.397	19573.0	118.74	293.9	0.51121	312.76	49.59	28.206999999999997	498.18	0.0	0.455	670.15	120.11	317.56	215.65	631.49	0.0	1268.5	779.53	0.0	1804.4	2364.9	0.048674	8.107000000000001	1413.1	7814.4	39.126999999999995	1492.7	136.49	1.8198	2.4568	0.095571	0	0.3076	-1	0.15941	30.936999999999998	0	0.017404	0.35935
TCGA-DK-A2I4	BLCA_1	0	55.059	5.2881	0.0	1335.1	4310.8	1302.8	2895.1	18301.0	198.46	1574.9	2403.0	175.75	8290.5	451.98	348.08	5203.5	2.7996	6.5324	1254.0	77.456	237.34	925.63	23.212	2511.9	124.43	525.08	3215.5	805.68	2934.0	707.05	2327.8	129.72	13.744000000000002	7.7767	926.36	1169.6	6945.8	4345.6	689.01	0.3111	17.730999999999998	18272.0	1379.3	2506.6	666.3	525.7	766.78	25.506999999999998	1087.8	1667.3	3.0962	825.57	115.72	8.3988	36.084	19600.0	1274.8	533.48	171.71	285.25	374.83	3451.6	95.49700000000001	0.6221	1307.1	1931.4	414.08	1308.7	1128.2	21.775	226.15	0.17229	168.91	277.47	86.165	276.23	1626.2	34.528	1131.0	0.03275	371.01	101.1	93.94200000000001	36.705999999999996	4.9771	365.81	659.15	505.17	4878.4	228.94	327.21	1.2443	2200.2	904.12	0.0	4755.6	2911.3	0.07888099999999999	4.6819999999999995	192.86	5216.0	209.97	1033.4	154.91	19.597	8.0877	0.091058	0	0.37804	1	0.35867	24.574	-1	0.020632	0.35896
TCGA-DK-A2I6	BLCA_1	1	1.1738	85.98100000000001	0.0	12140.0	21779.0	289.64	663.49	9645.4	657.62	220.38	2288.9	104.17	2611.7	117.38	1452.6	9469.6	29.932	0.2935	8621.3	2.0542	1109.2	880.64	25.796999999999997	2237.3	321.04	273.79	481.55	331.56	750.06	3697.2	9657.7	10.270999999999999	6.8011	13.792	231.24	2.9345	87.155	4092.2	108.58	0.0	350.97	15261.0	501.21	3103.8	599.81	5040.9	850.42	18.781	702.52	142.91	3.9158	1584.0	24.65	857.76	10.857999999999999	24760.0	1756.9	166.68	62.505	44.018	42.843999999999994	4901.8	1.1738	49.593	211.58	4798.8	270.93	556.68	1192.5	0.5869	4554.6	0.084249	455.73	26.704	135.87	6.4559	521.17	133.81	143.5	0.020072	377.56	15.845999999999998	101.53	919.09	1.4673	2.0542	266.75	48.713	209.23	143.5	414.87	0.0	2589.8	986.51	0.0	1729.0	370.04	0.036998	7.4194	419.05	4047.9	23.77	743.6	808.16	2.0542	32.573	0.042773	0	0.44756999999999997	1	0.013674	14.672	0	0.010579	0.18175
TCGA-DK-A3IK	BLCA_5	1	6196.6	2570.4	728.33	437.68	201.48	1864.8	802.91	1378.2	1411.2	733.47	12316.0	561.57	3042.3	2164.8	12.432	14270.0	3.8581	645.59	4842.9	3509.6	9.0023	303.08	1242.9	533.28	3372.4	412.82	1237.6	41386.0	586.0	1116.3	6094.9	94.738	18.997	37159.0	652.45	7648.9	2196.6	947.38	1289.9	85.307	205.77	2368.0	11623.0	3878.3	1451.5	3446.6	2130.5	3208.2	1866.0	1670.6	3.3723	6936.0	78.44800000000001	338.66	33.008	5752.9	7381.4	4650.7	161.18	97.31	844.07	3432.0	2173.8	972.67	2076.1	19515.0	111.46	216.48	11268.0	14.575	1563.8	0.086476	628.87	504.56	566.71	38.580999999999996	430.39	177.9	309.08	0.035956	533.38	78.01899999999999	509.27	66.016	122.6	45057.0	331.8	288.93	1028.8	78.44800000000001	308.0	82.735	7238.5	362.01	120.89	1026.7	727.47	0.38192	1.7985	714.18	2698.1	54.442	498.55	132.89	21361.0	232.34	0.057402	0	0.42572	0	0.13108	129.46	0	0.014273	0.043105000000000004
TCGA-DK-A3IL	BLCA_3	1	5632.6	139.81	63.461000000000006	200.3	74.368	1487.4	497.27	4120.5	5195.8	483.39	9425.4	54.536	51.562	2997.5	27.268	6540.4	11.899000000000001	1246.9	1351.2	226.08	10.907	236.5	409.33	2571.6	1992.1	1092.2	1705.0	20299.0	74.86399999999999	2765.0	6065.9	107.58	5.4359	1531.0	323.25	4292.0	3299.9	839.37	2555.8	52.056999999999995	127.42	1933.6	11864.0	1435.3	748.64	3618.7	2607.8	7206.2	870.1	4512.1	0.98835	5569.7	65.939	1516.6	41.646	1900.3	7931.6	8413.5	204.76	158.65	153.2	3311.8	1685.2	1624.7	3181.0	21023.0	97.67	202.28	7475.5	87.258	3460.6	0.060078	390.18	55.528	478.93	62.468999999999994	284.58	18.84	224.09	0.032513	251.16	47.1	1344.1	22.31	128.9	36.192	448.69	454.14	638.57	111.55	317.51	0.0	4540.4	624.98	33.713	396.63	464.06	0.47571	1.8532	432.32	4229.6	48.586999999999996	464.06	109.57	6120.0	146.15	0.04738	0	0.46608	0	0.022533	68.914	0	0.014211000000000001	0.041729
TCGA-DK-A3IM	BLCA_1	1	4.4505	306620.0	0.0	329.68	303720.0	10.270999999999999	1340.3	19052.0	676.14	41.424	409.79	223130.0	16418.0	184.87	106810.0	85946.0	127.7	1.7117	17962.0	4.1082	50396.0	1812.3	47.123999999999995	3368.4	94.146	111.61	577.2	483.13	729.54	2911.3	4225.9	5.1352	3.1828	1.7117	669.29	1.3694	160.56	2617.2	0.6847	17.46	54.091	11038.0	65.389	132.83	17831.0	18062.0	652.86	267.37	507.02	106.13	7.6388	991.44	1231.8	1236.9	3.4235	40369.0	1227.0	316.33	14.720999999999998	10.613	231.43	9665.5	154.74	59.911	346.46	748.72	200.27	156.45	923.15	0.0	76.344	0.031656000000000004	335.84	377.61	82.848	238.62	4162.6	9.9281	48.271	0.12468	59.836999999999996	1.3694	97.227	860.32	17.117	2.0541	403.63	9.9281	4.7929	251.28	556.36	1.0270000000000001	917.38	1792.3	0.0	1744.6	251.28	0.045379	20.37	1584.0	2316.7	340.98	198.22	10.955	0.3423	7.5009	0.055384	0	0.6713899999999999	1	0.32839	12.325	1	0.012903999999999999	0.33904
TCGA-DK-A3IN	BLCA_1	1	352.52	8383.5	434.39	562.99	13483.0	870.28	2080.0	8512.1	1330.5	1140.6	5217.9	29386.0	5146.5	379.06	2582.4	12050.0	8.2243	56.821999999999996	3570.5	40.0	743.55	1590.1	122.19	2291.2	182.06	751.78	1597.0	1246.5	56.821999999999996	1692.3	3748.8	42.99100000000001	6.7434	1391.4	791.78	395.51	69.15899999999999	3235.9	56.449	0.0	133.83	3534.2	777.94	10502.0	2459.4	2859.1	1242.2	273.27	621.31	1985.4	3.7463	1115.5	57.196000000000005	662.06	69.533	18910.0	3090.8	158.5	90.46700000000001	236.26	99.439	3891.2	221.68	2.6168	964.86	4831.4	337.2	936.08	1639.4	0.7477	581.31	0.3966	444.49	18.317999999999998	1219.1	16.449	1436.6	58.692	559.25	0.42494	232.77	56.449	274.39	570.09	32.897	3278.1	328.6	136.82	1946.9	121.87	439.07	1.1215	2784.3	1033.0	1.4953	1232.2	1789.9	0.05391	4.2458	414.21	7345.1	91.589	1234.0	158.88	191.78	105.77	0.07184199999999999	0	0.088018	1	0.40548	118.88	1	0.016404	0.036251
TCGA-DK-A3IQ	BLCA_4	0	413.85	18550.0	5.641	2176.4	26.154	752.82	12893.0	10925.0	211.28	13509.0	2046.2	260.51	1169.2	478.46	42.051	7910.3	27.18	67.692	437.43	1913.3	15.385	1623.9	331.91	554.87	177.44	4205.1	9307.2	1641.8	3000.5	758.46	4109.9	817.95	3.2757	3.5897	5023.1	308.72	5141.5	6741.0	156.92	50.769	227.18	9953.3	961.54	661.54	6088.7	3038.5	1219.0	130.77	2015.4	700.51	0.30472	1974.9	1195.9	164.62	298.46	7522.1	1965.1	995.38	1036.4	2141.5	1028.2	4615.4	40.513000000000005	261.54	825.64	838.46	460.51	224.62	335.7	290.26	498.97	0.061131	263.59	698.97	513.85	345.64	799.49	91.28200000000001	3845.1	0.070872	361.55	212.31	150.77	31.281999999999996	26.666999999999998	28.718000000000004	237.44	4385.6	42129.0	542.56	64.372	0.0	3467.4	330.54	1.0256	1940.5	13899.0	0.046245	0.60944	944.62	10081.0	479.49	1900.0	118.97	635.9	27.18	0.045208	0	0.22862	0	0.018704	287.69	-1	0.011798000000000001	0.35729
