OV	Labels	N:GEXP::FN1:2335:	N:GEXP::SPARC:6678:	N:GEXP::MARCKSL1:65108:	N:GEXP::TNFSF13B:10673:	N:GEXP::TGFBI:7045:	N:GEXP::C1orf116:79098:	N:GEXP::TGFB1I1:7041:	N:GEXP::VCAN:1462:	N:GEXP::CTHRC1:115908:	N:GEXP::C3AR1:719:	N:GEXP::CDH11:1009:	N:GEXP::IFI30:10437:	N:GEXP::STMN1:3925:	N:GEXP::COL1A1:1277:	N:GEXP::CXCL10:3627:	N:GEXP::COL3A1:1281:	N:GEXP::CTSS:1520:	N:GEXP::ARHGAP15:55843:	N:GEXP::AIM2:9447:	N:GEXP::TFEC:22797:	N:GEXP::GIMAP4:55303:	N:GEXP::GPC6:10082:	N:GEXP::TNFRSF19:55504:	N:GEXP::MARCKS:4082:	N:GEXP::LCP2:3937:	N:MIR::hsa-miR-21-5p:Corrected:	N:GEXP::SLC7A7:9056:	N:GEXP::TRAF3IP3:80342:	N:GEXP::MLLT11:10962:	N:GEXP::C10orf81:79949:	N:GEXP::PRICKLE1:144165:	N:GEXP::COL5A1:1289:	N:GEXP::SFRS13B:135295:	N:GEXP::COL1A2:1278:	N:GEXP::MMP2:4313:	N:GEXP::SLC31A2:1318:	N:GEXP::TCF7L1:83439:	N:GEXP::AEBP1:165:	N:GEXP::MMP28:79148:	N:GEXP::SRGN:5552:	N:GEXP::C1QTNF6:114904:	N:GEXP::SAMSN1:64092:	N:GEXP::EVI2A:2123:	N:GEXP::CD86:942:	N:GEXP::THBS2:7058:	N:GEXP::INHBA:3624:	N:GEXP::TNFAIP8L2:79626:	N:GEXP::RAB31:11031:	N:GEXP::PDCD1LG2:80380:	N:GEXP::WIPF1:7456:	N:GEXP::MCART6:401612:	N:MIR::hsa-miR-150-5p:Corrected:	N:GEXP::CALD1:800:	N:GEXP::FAP:2191:	N:GEXP::PLEK:5341:	N:GEXP::CD53:963:	N:GEXP::CD68:968:	N:GEXP::C21orf63:59271:	N:MIR::hsa-miR-7702:Corrected:	N:GEXP::TIMELESS:8914:	N:GEXP::HTRA1:5654:	N:GEXP::DNMT3A:1788:	N:GEXP::FBN1:2200:	N:GEXP::HAVCR2:84868:	N:GEXP::PTPRC:5788:	N:GEXP::GPR12:2835:	N:GEXP::CLEC2B:9976:	N:GEXP::AGFG2:3268:	N:GEXP::GSDMC:56169:	N:MIR::hsa-miR-29a-3p:Corrected:	N:GEXP::PTGER2:5732:	N:GEXP::SP140:11262:	N:MIR::hsa-miR-942-5p:Corrected:	N:GEXP::TYMP:1890:	N:GEXP::ANTXR1:84168:	N:GEXP::TRO:7216:	N:GEXP::FCER1G:2207:	N:GEXP::COLEC12:81035:	N:GEXP::TNFRSF14:8764:	N:GEXP::TNFRSF13C:115650:	N:GEXP::APOL3:80833:	N:GEXP::BGN:633:	N:GEXP::PTMS:5763:	N:METH:cg00497251:ANKMY1:TssU98:Shore	N:MIR::hsa-miR-152-3p:Corrected:	N:GEXP::GALNT5:11227:	N:GEXP::PROM2:150696:	N:GEXP::SPATS2:65244:	N:GEXP::SALL2:6297:	N:GEXP::CD80:941:	N:MIR::hsa-miR-361-3p:Corrected:	N:GEXP::CLEC7A:64581:	N:GEXP::SPSB4:92369:	N:MIR::hsa-miR-449c-5p:Corrected:	N:GEXP::TRPM4:54795:	N:GEXP::TMEFF1:8577:	N:METH:cg20935106:TAPBPL:TssU10:NA	N:METH:cg06537829:UBB:TssU137:Island	N:GEXP::SDS:10993:	N:GEXP::RND1:27289:	N:GEXP::C17orf104:284071:	N:GEXP::MEIS3:56917:	N:GEXP::TMEM119:338773:	N:GEXP::MURC:347273:	N:METH:cg09067967:UGDH:TssU103:Island	N:GEXP::MPP2:4355:	N:GEXP::CHSY1:22856:	I:CNVR::ADAMTS20:80070:	N:GEXP::MOBKL2C:148932:	I:CNVR::CTHRC1:115908:	I:CNVR::MIR4254:100423028:	I:CNVR::HAVCR2:84868:	N:GEXP::ANKRD33:341405:	N:GEXP::RIPK3:11035:
TCGA-36-1570	OV_2	5135.1	9978.6	1646.9	88.124	1554.8	202.2	145.76	350.72	204.56	220.8	736.81	2745.8	6166.6	27473.0	1479.3	8545.5	1267.8	23.592	25.305999999999997	80.722	221.83	258.9	464.22	1388.4	146.25	5808.4	162.28	28.247	91.03299999999999	1739.9	151.72	1667.3	126.64	18369.0	877.69	131.7	102.02	1464.9	17.833	668.11	362.83	81.809	79.184	141.88	433.9	16.336	48.488	334.63	36.551	326.42	6.0236	298.4	1548.1	34.547	294.6	368.02	1704.5	939.94	2.1276	943.27	1228.7	672.41	335.82	132.94	210.95	991.04	45.387	1019.0	73.973	6011.0	122.34	84.611	6.6488	760.2	1642.1	379.69	368.85	64.29899999999999	1022.6	5.7675	745.15	1971.3	4019.1	0.11717000000000001	15.690999999999999	7.0604	2501.6	290.34	450.21	12.582	743.07	79.102	3.7956	150.53	789.51	86.34899999999999	0.06855	0.071591	151.51	27.754	16.226	19.734	51.903	20.284000000000002	0.015087	58.373000000000005	609.04	0	454.97	1	0	1	0.28191	211.91
TCGA-36-1571	OV_1	2668.1	13633.0	5597.8	15.376	1667.0	72.89399999999999	106.42	436.28	807.0	85.09100000000001	508.15	1113.5	4405.0	36098.0	622.28	11060.0	300.45	8.4916	4.4735	30.594	109.15	271.0	512.68	1152.8	96.837	1712.1	555.34	13.530999999999999	197.34	20.546999999999997	2284.0	2161.2	42.715	26709.0	1190.2	105.13	661.07	2776.3	27.05	422.37	307.61	35.452	26.862	58.458999999999996	319.65	10.708	21.041	851.12	12.702	354.37	7.0736	95.725	1757.1	31.545	119.33	165.87	798.71	219.47	0.0	3001.5	2259.8	2641.7	505.96	88.281	100.23	3.2371	41.475	342.11	7.9502	3343.1	32.845	11.177	1.9576	396.21	1350.7	473.41	140.52	107.8	382.83	15.074000000000002	137.06	5640.4	24775.0	0.1168	12.333	9.1789	1178.4	1301.0	3738.7	5.1738	200.85	33.043	18.975	55.398999999999994	371.4	196.12	0.077557	0.8679600000000001	91.119	25.504	31.85	62.092	987.47	23.596	0.029135	129.41	1232.1	1	266.95	1	0	0	4.7279	21.891
TCGA-36-1574	OV_3	28854.0	57332.0	4519.0	99.383	4921.2	386.05	554.85	2624.0	2516.5	294.57	1259.0	4000.6	6261.0	121420.0	2870.8	85676.0	2760.2	34.71	54.18600000000001	140.06	269.48	223.58	242.94	2698.7	269.01	8740.3	387.33	31.271	92.23299999999999	1175.4	319.53	7413.5	53.792	68212.0	9309.0	416.95	49.294	7463.8	93.09	1463.9	719.96	122.49	202.64	245.38	4751.2	133.24	88.60799999999999	1396.5	108.91	538.14	6.8566	1015.6	4107.8	499.01	534.85	710.1	2113.7	802.29	3.5213	1076.7	2214.1	649.11	1738.1	341.36	457.26	2.7987	122.38	1287.2	49.823	14648.0	325.33	40.334	1.0061	2209.8	2208.3	369.62	645.88	318.2	890.44	14.647	587.47	7615.0	6478.2	0.067713	77.971	73.452	958.43	444.12	294.09	25.906999999999996	1065.4	182.25	6.4873	3.5213	377.93	174.84	0.065911	0.057186	148.58	57.817	136.22	113.25	329.42	9.1747	0.021806	173.59	912.47	0	776.36	1	0	0	0.63237	187.0
TCGA-36-1575	OV_1	1509.6	9771.1	13510.0	7.4187	274.88	204.27	268.38	176.3	73.71600000000001	52.748000000000005	105.13	366.54	9503.4	12454.0	81.135	3835.1	193.54	1.8881	1.4457	27.421999999999997	57.481	23.706	283.8	3230.0	36.048	1018.7	209.19	11.105	372.3	17.947	207.73	1572.5	278.5	5673.3	415.1	70.832	503.01	2063.9	78.449	251.2	517.05	26.869	27.730999999999998	40.243	447.65	5.2583	16.236	678.39	7.9139	214.55	50.18	109.16	5128.9	22.522	96.505	108.49	453.54	210.17	0.40733	1539.0	771.02	4481.5	507.54	42.409	70.181	0.8106399999999999	46.354	853.43	1.8046	11873.0	18.930999999999997	18.500999999999998	1.6293	141.63	3789.0	1693.6	98.184	71.00399999999999	233.81	20.475	61.47	1546.2	16792.0	0.12021	23.829	4.3145	281.79	1569.1	1383.7	5.6113	653.56	33.361999999999995	60.349	0.20365999999999998	303.84	826.46	0.068017	0.8621700000000001	36.802	65.571	49.698	35.721	161.05	117.28	0.0475	197.29	1101.4	1	602.48	-1	0	-1	12.802999999999999	79.709
TCGA-36-1576	OV_4	166580.0	89701.0	7451.2	172.32	5548.4	302.11	1509.5	7663.3	6105.2	816.92	3881.8	6573.7	8569.0	280270.0	1613.5	124780.0	3198.1	99.729	20.218	208.79	698.55	326.26	491.02	4098.7	598.58	4248.4	920.66	104.92	191.95	20.254	562.19	20627.0	25.451999999999998	129770.0	17633.0	353.1	560.39	35087.0	252.04	1614.9	1463.4	127.64	483.26	369.87	13423.0	847.53	163.9	3606.5	150.42	1511.3	22.063000000000002	3385.2	8957.8	1872.5	850.55	1496.7	4877.6	142.64	13.175999999999998	1164.6	5273.9	1530.4	5087.5	580.91	1070.3	14.998	237.9	379.14	6.9507	3949.8	133.52	65.867	5.9422	2645.8	8820.4	461.47	1151.8	661.93	818.35	10.062000000000001	500.31	27180.0	7861.3	0.12815	45.471000000000004	115.54	629.24	653.06	1499.6	20.553	520.59	406.43	83.02600000000001	0.51671	774.98	250.95	0.15128	0.31211	201.83	124.81	4.3769	356.16	826.39	30.559	0.045208	120.21	1172.8	0	285.78	1	-1	-1	4.6596	287.11
TCGA-36-1577	OV_1	6692.6	20497.0	22563.0	16.576	1791.5	64.35600000000001	386.85	1586.2	2085.5	84.48299999999999	616.15	1965.5	7504.1	29084.0	37.424	15252.0	626.14	15.988	0.10405	30.52	113.92	658.49	6166.5	1464.5	175.98	830.91	93.914	11.972999999999999	339.48	155.23	161.17	3057.9	285.1	20881.0	2834.7	178.89	2195.7	3384.4	12.835999999999999	778.62	549.25	44.996	105.63	88.398	825.71	11.739	19.152	953.37	5.5995	505.07	61.297	136.46	2268.8	25.205	180.15	282.88	1546.5	133.64	0.39102	3153.9	2521.1	1470.0	739.76	112.98	128.13	4.9632	154.79	278.97	2.0813	4427.5	32.711999999999996	4.5217	5.8652	305.5	1859.5	1358.2	251.51	245.1	283.96	11.790999999999999	37.879	8368.1	13531.0	0.24452	8.9934	28.359	360.89	1552.8	1091.7	4.8735	187.69	47.542	107.68	0.0	414.54	386.07	0.28515999999999997	0.057833	30.239	2.9609	56.896	40.931999999999995	47.133	50.876999999999995	0.14565	157.95	1758.4	0	410.24	0	1	-1	6.9606	215.36
TCGA-36-1578	OV_3	12320.0	7656.8	8936.7	111.81	4841.5	803.62	433.79	461.61	237.86	462.09	195.99	5582.6	3526.0	9401.1	2958.7	4919.8	3223.0	84.304	47.4	280.84	596.44	41.605	65.51100000000001	1931.1	558.46	7945.3	509.01	78.344	27.114	17.512	87.571	793.77	54.045	5181.0	1035.7	221.07	45.387	1327.8	34.148	1271.9	125.7	148.85	265.83	335.13	608.71	33.938	104.39	750.14	79.545	798.28	4.3258	748.64	3016.4	57.867	805.57	1174.9	3547.4	1366.3	4.508	590.28	689.19	403.72	365.94	490.11	909.71	0.61316	187.75	1601.7	35.404	22660.0	166.45	113.79	14.425999999999998	2398.2	980.77	180.63	819.81	176.0	1549.7	18.037	1756.1	1684.7	4287.7	0.048434	20.136	4.2914	209.17	224.58	245.58	14.700999999999999	640.74	306.23	1.08	0.0	513.72	69.459	0.06739500000000001	0.11195999999999999	210.24	115.23	6.3902	20.845	270.29	5.653	0.16226	8.7334	416.08	-1	1164.0	-1	1	-1	0.7801	379.87
TCGA-36-1580	OV_4	91653.0	70342.0	6896.6	104.66	5360.3	65.304	899.46	5336.2	4526.1	477.55	2945.2	3453.5	1431.1	228160.0	1063.0	107510.0	1567.4	45.236999999999995	24.775	170.97	480.85	195.21	888.31	2303.3	389.56	4188.9	551.75	92.195	346.85	837.47	541.82	14237.0	33.38	112010.0	17284.0	280.84	555.99	28082.0	87.06299999999999	1811.5	1417.2	140.93	360.22	314.81	8774.0	527.98	127.44	2540.0	94.443	1077.8	10.079	643.03	7178.0	885.88	514.37	1015.7	3367.7	649.17	3.736	677.17	4535.6	739.38	4136.3	369.97	742.73	1.6045	327.09	924.5	4.4672	4813.0	216.69	57.052	2.8569	2338.7	5941.6	595.61	835.28	829.07	816.8	3.1751	580.99	20226.0	24445.0	0.07964500000000001	39.997	88.446	56.93899999999999	872.78	1463.7	20.868000000000002	404.58	214.46	17.703	0.21975999999999998	336.48	91.82600000000001	0.086117	0.31606	86.34899999999999	24.961	20.982	266.25	952.21	12.564	0.004573399999999999	133.5	1231.8	0	636.13	1	0	0	2.1637	128.02
TCGA-36-1581	OV_3	12468.0	9772.6	13686.0	163.73	2286.7	82.821	221.96	690.5	1520.8	411.25	442.39	8393.6	12332.0	33151.0	5815.8	12304.0	5720.6	93.779	66.786	307.36	654.39	45.845	581.94	4365.7	577.79	5000.0	517.22	200.63	75.21300000000001	594.41	161.72	1924.8	67.38	19841.0	742.58	317.96	226.41	4973.4	7.4235	2372.5	161.05	246.07	277.43	436.53	1105.9	27.555999999999997	110.48	758.92	149.78	1201.7	11.602	7025.8	2516.3	91.352	957.94	1229.2	4280.2	363.21	58.943999999999996	3202.9	1709.0	1013.2	723.18	525.25	1363.4	0.046484	165.13	486.15	13.890999999999998	7880.8	58.263000000000005	201.35	106.37	2784.8	1401.4	81.777	780.49	130.76	1248.7	12.308	1059.6	5501.7	5334.6	0.2225	27.778000000000002	46.792	1704.2	930.88	472.76	37.673	947.16	559.07	9.3916	0.0	811.09	117.29	0.058959000000000004	0.04451	305.71	96.179	78.988	38.779	118.4	14.865	0.062922	168.53	650.25	0	443.08	0	1	-1	0.61152	361.56
TCGA-57-1582	OV_1	25753.0	38280.0	3313.0	38.789	3349.3	115.94	243.03	1416.7	989.63	235.81	1102.9	3584.2	8920.2	87442.0	351.98	44283.0	685.75	30.131999999999998	8.9315	75.471	206.0	339.8	173.55	995.05	155.53	2160.3	207.05	30.721999999999998	158.72	0.2906	355.69	7853.3	11.345	41759.0	4330.5	119.37	193.69	5114.3	17.683	1013.7	527.25	93.425	113.5	144.61	3476.5	67.718	28.984	873.12	40.349000000000004	338.74	4.9396	751.44	2607.1	401.46	259.33	468.31	1769.4	70.165	1.9191	2107.0	1816.7	1134.4	924.48	208.11	334.97	0.46976999999999997	48.922	840.53	4.4946	1288.4	37.849000000000004	19.005	7.8897	491.11	1489.9	171.1	323.77	167.85	155.24	2.6651	126.07	7617.6	8372.7	0.21516	20.257	44.858999999999995	2021.4	450.83	1026.8	9.4848	323.48	79.605	72.383	1.4927	911.92	240.68	0.49541	0.5784100000000001	164.98	34.561	78.414	78.253	270.74	22.346	0.11715999999999999	153.52	1171.8	1	272.67	1	0	-1	1.5619999999999998	226.05
TCGA-57-1583	OV_1	21603.0	25805.0	6836.0	78.92699999999999	1538.5	310.54	309.19	1120.0	669.29	75.827	394.83	2257.9	10397.0	68770.0	710.06	29216.0	1562.6	23.54	5.8444	23.129	114.52	104.57	1780.6	657.92	113.92	1334.3	587.97	19.246	131.41	78.46600000000001	660.03	4471.1	20.385	33663.0	2397.6	75.283	70.795	4038.0	67.27600000000001	382.39	563.86	25.745	50.93600000000001	53.885	1666.2	58.762	23.053	448.28	40.693000000000005	259.54	27.412	145.86	4979.6	237.69	91.887	160.04	825.74	142.27	0.0	1968.6	1080.2	1174.4	823.8	70.876	87.94200000000001	0.43864	62.766999999999996	730.18	10.720999999999998	11857.0	46.043	23.869	20.38	220.48	2095.5	1647.5	211.75	85.485	727.65	5.3591	633.81	25253.0	18389.0	0.3121	7.9923	20.314	4939.1	1107.7	926.22	9.5655	615.41	30.583000000000002	3.4476	0.0	565.27	376.13	0.067324	0.74347	75.994	69.167	12.979000000000001	44.735	89.751	19.977999999999998	0.095587	7.2839	448.42	1	295.28	0	-1	-1	3.6153	307.26
TCGA-57-1584	OV_2	5820.9	10007.0	1366.6	53.593999999999994	3190.1	145.58	165.0	229.93	192.57	397.14	774.32	2038.6	1742.3	20564.0	315.67	6576.5	1040.1	45.945	13.213	84.795	319.04	49.848	380.47	1183.0	255.92	2036.3	249.56	57.006	63.452	2249.5	210.33	1323.3	9.4175	16538.0	1826.7	129.03	322.21	1387.1	18.795	876.55	233.77	97.406	92.559	224.54	172.27	4.4721	107.71	802.21	12.505999999999998	450.99	5.2618	237.9	2197.0	2.0719	288.3	660.06	1851.7	1201.5	2.255	549.26	3160.6	827.68	329.03	249.79	374.51	435.58	27.674	1190.5	600.64	12403.0	558.01	51.388000000000005	3.1006	944.45	1563.6	125.85	647.82	210.19	1222.7	6.162999999999999	495.28	2573.0	4649.0	0.067039	6.4832	4.4105	9246.6	572.01	204.71	12.232999999999999	616.18	138.57	0.34151	0.28188	1512.1	47.24100000000001	0.06876499999999999	0.23911999999999997	74.933	15.587	4.6892	22.699	53.72	3.8532	0.15757000000000002	25.928	603.52	0	1236.1	1	-1	0	4.9714	934.42
TCGA-57-1585	OV_4	152670.0	92991.0	8158.7	60.308	8623.6	274.14	1039.6	7421.3	3995.8	453.74	3938.8	3281.5	7311.5	327090.0	416.97	157260.0	1804.5	62.711999999999996	15.696	139.54	358.25	586.05	550.53	3629.8	346.58	4858.9	474.68	55.566	331.5	2070.0	474.18	24502.0	38.617	144930.0	17583.0	210.31	504.86	29117.0	109.37	1396.0	2140.2	117.75	329.91	221.84	9077.1	441.08	113.96	3445.4	59.138999999999996	1203.8	19.918	2121.8	7068.1	1184.8	568.94	910.49	3311.7	643.64	3.7460000000000004	843.14	4929.2	1860.1	3646.9	373.8	716.98	104.59	171.14	586.28	25.209	4431.2	246.54	57.908	9.365	1510.3	9833.1	842.6	562.78	1167.6	557.15	5.9759	688.82	25175.0	7075.4	0.093974	31.671	110.84	1554.2	464.09	692.43	5.0992	312.28	164.14	21.874000000000002	0.0	1383.3	181.21	0.065134	0.057984	161.38	53.68	24.615	276.72	623.54	16.496	0.026352999999999998	63.058	1285.1	-1	757.63	1	1	0	0.0	332.3
TCGA-57-1993	OV_2	10224.0	17938.0	3722.1	45.123999999999995	2570.2	1071.4	356.32	552.25	163.53	297.12	772.81	2343.0	4083.9	24274.0	201.58	7205.2	1632.1	17.598	8.6712	84.26899999999999	213.77	73.929	318.13	1074.5	138.96	15061.0	277.48	23.961	76.609	781.53	107.96	2249.6	65.953	14968.0	1216.9	248.68	209.09	4759.1	45.396	949.22	121.79	106.53	115.76	183.18	605.41	10.458	49.956	2113.7	28.105999999999998	470.43	5.3357	309.12	2283.0	9.6876	359.76	515.27	2931.4	556.54	4.9952	2311.6	2314.3	738.46	479.33	268.25	273.05	12.644	86.34200000000001	1482.2	11.345999999999998	6120.3	75.9	45.356	4.4075	1283.4	1527.3	469.13	406.62	257.46	833.1	10.472999999999999	468.66	4040.3	14642.0	0.13009	35.848	31.339000000000002	3036.8	690.82	473.51	7.7755	675.82	101.73	21.585	8.2274	675.27	126.66	0.064103	0.7169399999999999	145.91	62.218	106.89	72.567	79.016	17.235	0.011377	146.51	547.98	1	780.93	1	0	0	0.838	369.65
TCGA-57-1994	OV_3	8623.9	8574.7	6356.2	102.61	3564.9	1022.5	260.1	184.43	1723.9	489.02	357.39	3798.4	7166.6	21195.0	1547.1	5825.8	5279.4	88.33	52.269	324.89	511.66	36.079	239.33	2866.2	556.83	9113.0	517.62	136.79	137.58	32.477	283.4	2009.1	88.45299999999999	12970.0	1137.7	262.65	290.26	2109.4	46.828	1249.0	260.94	198.3	217.47	346.47	309.22	4.1717	109.73	929.04	92.87200000000001	1263.1	18.69	1384.9	1729.0	15.959000000000001	808.58	1163.0	3169.3	428.72	14.722999999999999	2299.6	1381.8	1267.2	375.35	429.0	1119.9	79.7	142.65	842.37	4.4856	5072.0	58.51	104.87	11.097000000000001	1433.9	1173.4	825.28	632.4	141.22	979.61	23.809	624.04	2392.1	9082.3	0.09276000000000001	25.93	19.996	2454.5	848.24	324.9	22.01	554.19	201.61	10.214	2.9665	548.9	226.28	0.056790999999999994	0.032293	188.97	85.363	132.08	77.658	199.6	32.979	0.025275	112.65	799.65	1	666.83	1	1	-1	15.395999999999999	338.93
TCGA-59-2348	OV_2	15414.0	68901.0	2516.3	66.51100000000001	1718.1	777.56	358.9	1077.6	433.59	243.39	489.76	4225.1	4136.3	42903.0	631.08	23989.0	1429.9	53.896	18.432000000000002	101.69	337.29	196.17	363.63	991.58	233.63	5233.8	264.79	39.917	248.07	288.37	189.62	3713.9	13.380999999999998	21653.0	2173.5	212.93	76.98	2779.8	42.964	930.33	419.41	118.88	121.16	188.31	1852.8	121.85	69.208	672.65	31.529	480.57	6.7329	523.12	5424.9	162.22	324.82	508.33	2072.4	359.7	2.5980000000000003	1839.6	1411.4	376.22	1125.1	253.1	318.57	23.718000000000004	104.67	770.77	71.27	6752.6	17.236	53.119	5.0103	710.01	1647.4	183.88	469.75	83.005	605.16	2.4394	240.78	6418.0	6279.8	0.12830999999999998	24.959	38.45	6619.5	1144.2	312.78	17.203	373.36	107.39	2.2665	0.0	1021.2	59.655	0.064176	0.062835	230.84	34.905	3.2264	47.79600000000001	91.971	3.8771	0.008016500000000001	47.745	767.66	1	555.29	1	0	-1	0.93699	60.778999999999996
TCGA-59-2350	OV_1	56867.0	14369.0	8688.5	46.375	2702.6	17.288	196.23	673.24	1613.9	172.05	366.21	3398.8	5541.2	27630.0	980.87	12341.0	1905.6	34.491	17.361	74.692	222.64	63.273999999999994	2511.0	1832.8	214.87	6288.6	511.01	42.198	213.17	123.33	125.42	2645.5	89.01799999999999	19031.0	3683.6	224.47	312.47	3182.8	48.456	856.27	169.34	82.741	84.365	154.69	1427.8	45.74100000000001	64.096	660.71	23.484	703.68	8.5394	913.64	2585.0	100.18	278.33	448.37	1757.9	244.14	4.5508	3809.0	1483.4	1307.7	409.56	225.93	212.81	1.2039	71.994	2181.6	0.20067000000000002	6890.0	17.863	41.545	6.9346	1183.5	1698.7	1135.7	540.03	281.07	287.55	7.7851	337.02	2901.0	11184.0	0.15252000000000002	70.863	42.023	22.083000000000002	2009.5	1142.6	7.334	709.06	110.79	19.555999999999997	0.0	1294.6	773.37	0.066633	0.062438	281.61	332.23	45.006	55.707	91.844	90.693	0.01405	269.56	939.58	0	562.62	0	0	0	1.0677	409.16
TCGA-59-2351	OV_3	24343.0	24202.0	8563.6	92.844	3989.0	245.86	365.5	1561.3	682.03	501.35	1104.4	4578.0	3003.3	52410.0	2324.3	15040.0	2587.2	73.623	49.543	182.79	458.52	115.82	361.2	2173.3	465.59	3477.3	459.68	81.23899999999999	61.183	267.0	271.77	4744.9	54.43899999999999	39818.0	2363.5	218.54	93.625	8480.2	24.998	2107.6	230.61	208.01	286.75	383.59	2980.9	53.174	107.98	1098.9	88.302	1005.5	4.0166	2149.1	5147.2	73.861	825.55	1137.6	4436.2	584.2	12.142000000000001	1935.6	4451.3	952.76	995.07	372.3	840.42	3.2593	143.47	795.35	13.412	11103.0	257.21	118.12	5.279	1621.9	2464.2	204.02	930.05	338.26	693.69	54.891999999999996	937.8	8061.0	6489.6	0.10217000000000001	42.76	8.2512	895.72	922.19	366.96	12.866	605.5	215.87	0.6724100000000001	0.0	838.81	189.79	0.068539	0.060534000000000004	183.71	37.631	9.9012	47.543	114.69	20.904	0.024116	18.171	896.2	1	338.14	0	1	-1	0.8481200000000001	140.12
TCGA-59-2352	OV_1	8163.7	29958.0	11468.0	76.155	2233.2	355.46	360.92	1239.5	1092.4	268.03	1254.4	4062.6	3691.5	72351.0	3707.8	17594.0	1184.7	24.624000000000002	26.166999999999998	72.53399999999999	258.1	145.23	1102.3	2129.2	266.37	4698.9	284.36	46.575	167.18	7.064	612.45	4441.5	75.702	47428.0	5639.8	181.01	997.24	9175.7	52.667	1449.1	209.16	109.36	92.132	149.66	562.48	28.371	59.403	957.0	75.14399999999999	694.68	15.607999999999999	538.79	3522.0	28.701	371.47	600.29	2061.4	299.5	4.3871	1691.8	6843.3	1247.0	920.85	143.76	374.63	0.046484	78.135	316.8	1.9925	7704.0	110.99	126.15	2.4677	1271.2	4540.2	1188.8	506.72	312.92	769.22	42.511	457.49	8988.2	22240.0	0.14498	36.194	23.386	1165.3	1444.7	2276.5	25.943	746.08	104.59	3.1431	0.0	409.96	423.71	0.06893300000000001	0.69411	145.26	46.508	4.9093	59.251999999999995	641.58	34.578	0.014240000000000001	139.49	1798.8	1	340.78	-1	-1	-1	61.382	149.23
TCGA-59-2354	OV_4	101510.0	100630.0	1833.4	118.02	13970.0	547.0	924.21	7500.1	2822.5	598.42	3928.8	3848.0	2315.2	381230.0	1449.2	162170.0	1907.7	67.417	35.202	170.36	555.7	650.28	899.32	3829.9	538.57	12099.0	532.25	103.44	279.17	743.47	961.29	29170.0	18.712	155640.0	16150.0	330.67	337.64	16309.0	92.074	1476.9	939.37	179.19	253.83	358.07	9913.3	324.01	133.63	2512.0	95.96	1219.5	12.636	2516.7	7347.8	879.83	636.91	1103.3	3350.9	631.62	5.2271	724.61	5579.0	803.03	3248.5	405.95	854.04	135.65	198.51	755.69	28.515	7787.4	227.55	78.333	4.7293	1366.4	5222.8	705.28	1095.9	1201.1	591.32	7.1186	908.64	25019.0	8894.7	0.13030999999999998	136.9	171.74	2012.4	534.39	327.88	21.316999999999997	702.92	207.36	26.423000000000002	2.4891	1137.0	171.85	0.052457000000000004	0.068632	192.76	19.315	13.835999999999999	281.16	841.4	12.519	0.13357	132.91	1360.9	0	444.71	1	-1	0	2.156	250.12
TCGA-59-2355	OV_2	39096.0	21593.0	4081.2	62.276	2689.5	1623.5	409.24	1163.2	799.17	278.53	1315.7	4776.8	2467.9	62262.0	1269.4	22509.0	751.07	29.901	23.875999999999998	62.465	303.86	391.03	736.39	1969.7	199.61	6960.8	228.19	50.361999999999995	114.96	1025.0	508.17	4484.0	11.395	36611.0	3378.5	207.49	359.99	8385.5	199.87	791.73	336.93	89.479	128.76	165.18	1403.8	41.443000000000005	79.959	1033.3	25.465	440.72	6.2334	1024.2	5212.7	109.32	280.25	541.86	1648.6	1103.0	4.1353	645.15	6983.9	661.65	1159.7	213.83	272.79	382.48	106.0	1125.7	37.523	13391.0	645.69	47.583	0.82706	933.72	2447.7	378.25	655.95	144.88	938.01	2.2857	478.0	8191.4	5607.6	0.11694	50.451	11.779000000000002	4752.1	404.79	351.94	5.4981	471.7	79.15100000000001	3.4721	1.6541	753.87	123.37	0.053513	0.060520000000000004	95.689	11.210999999999999	6.9089	71.07300000000001	78.452	12.466	0.032068	27.298000000000002	731.23	0	711.27	1	-1	0	0.0	331.09
TCGA-59-2363	OV_1	6032.3	15101.0	10144.0	9.7274	1869.2	115.51	198.8	415.58	677.06	97.458	1703.2	1454.1	10816.0	37796.0	280.04	10361.0	456.2	8.2732	3.011	20.333	101.79	86.09899999999999	1100.4	6374.5	120.71	9712.0	105.5	13.897	367.25	13.777999999999999	159.96	3661.6	222.62	24204.0	2115.9	67.288	1745.5	2683.2	4.4361	421.54	464.59	33.476	27.525	52.006	288.52	7.5954	28.568	364.22	10.093	322.88	58.34	90.993	2222.5	17.015	174.66	223.9	753.96	203.01	0.08279600000000001	1488.7	2027.0	1920.1	493.54	102.37	129.15	2.8023	39.415	258.39	64.587	2968.5	20.995	10.728	7.2033	438.43	2174.3	1681.9	316.91	106.14	407.2	14.880999999999998	54.396	5881.3	11295.0	0.11993	30.717	14.03	955.62	551.93	1650.4	4.4289	355.11	42.553999999999995	23.660999999999998	0.08279600000000001	306.85	243.78	0.13808	0.75688	74.95100000000001	66.1	48.028999999999996	13.405999999999999	358.24	32.144	0.0057082	198.83	2789.1	-1	124.15	0	-1	-1	15.149000000000001	223.4
