"N:GEXP::PVRL1:5818:"	"N:GEXP::TBL1XR1:79718:"
"55"	-0.829375768955449	-0.953000769406323
"56"	-0.894750454010415	-0.960475726608163
"57"	-0.893629529820192	0.113741857094338
"58"	-0.756562794246038	-1.09587653364404
"59"	-0.754699820335118	-0.660247382286131
"60"	-0.861402174390378	0.294181646764088
"61"	-0.717806657211548	-0.796405147013331
"62"	-0.865902616984175	-0.236918793412265
"63"	-0.785313296118505	-1.0191399476859
"64"	-0.813362566237985	-1.04497112890239
"65"	-0.656056398366424	-1.56396024601753
"66"	-0.906973865418079	-1.27357235168273
"67"	-0.807082878897803	-1.01081341308132
"68"	-0.923386874896202	-0.774358754253471
"69"	-0.624333511152938	-0.685321605811293
"70"	-0.848591612216406	-1.12038303890071
"71"	-0.831270141303071	-0.889037844489306
"72"	1.64574206388618	1.59444572103871
"73"	0.939172576660026	0.119797518624943
"74"	0.629793313700389	-0.81315283593391
"75"	0.0894262180777227	0.079016423004774
"76"	0.181214314700051	0.0661481422522382
"77"	1.20134952311263	0.28973452032755
"78"	0.325856446435578	0.873632759473867
"79"	1.59602787244307	0.878458364756067
"80"	1.19663975760749	0.648721705438735
"81"	1.41307964793243	1.83127885871222
"82"	0.167189679640311	-0.873993310374209
"83"	0.0293086779410465	-0.76073351580961
"84"	0.0908914784570986	-0.253950341467092
"85"	0.329728920295357	0.891326645508603
"86"	1.01641273094427	0.342626939008929
"87"	1.47713245880229	1.65017673106256
"88"	1.28152019815562	1.57041231433912
"89"	0.134116659648685	0.260591649211512
"90"	1.97218114411998	0.404413610563384
"91"	0.0125000481604924	0.524769883484162
"92"	1.72088898905702	0.910534446925992
"93"	2.14644246781003	1.53038817641028
"94"	1.15184465458086	0.171932979614997
"95"	0.807403803971872	0.6177810598058
"96"	0.305238139668646	0.518619602242141
"97"	0.545959487708959	0.783838653340362
"98"	0.143954836481637	1.24633980274033
"99"	1.11814366585521	-0.295109915932924
"100"	1.6028308670616	0.508589912832076
"101"	0.393886392620883	0.38776054135422
"102"	0.55265782087182	1.45033990055259
"103"	0.0229557275818955	0.221135229551163
"104"	-0.232418224252175	-0.142109842573729
"105"	0.0247663707649814	1.10251784138846
"106"	0.308168660427398	-0.108141366175491
"107"	2.237393272787	0.927660614692234
"108"	1.15079804002416	1.31749382572494
"109"	1.16859048748801	1.45989649140558
"110"	0.542296336760519	0.35823919139252
"111"	1.63401998085117	0.367322683688428
"112"	1.03420517840811	1.11046589714738
"113"	0.616396647374668	1.00080165161657
"114"	3.23816611190068	0.247061030479067
"115"	1.50528639037744	0.277528577554924
"116"	1.96945994627256	1.91501730331512
"117"	-0.169265501901077	0.204292920919168
"118"	0.511316545882288	0.824619748960531
"119"	1.26927480784226	2.04956653294825
"120"	0.529527639168816	1.3931895948575
"121"	1.84888994934107	0.487111238340711
"122"	0.182051606345408	0.0563076922650047
"123"	0.386664752179674	-0.041907568184497
"124"	1.01913392879168	0.114214955651417
"125"	1.00238809588453	0.785163329300182
"126"	0.915100441855995	1.51449206489244
"127"	1.90572111976972	1.19269042636762
"128"	1.08077952618113	-0.0542081306685387
"129"	2.30981900011043	1.44305418277358
"130"	0.284096525623367	0.444437748492228
"131"	1.3095694682751	1.07460502652082
"132"	0.106486035351884	-0.0338648927141621
"133"	-0.0587220724227391	0.833608621545023
